,name,wm_ID,rating,num_of_rating,price,feat_labels,feat_values,about_text,about_details,about_text_clean,feat_labels_clean,feat_values_clean,brand,connection,type,battery,microphone,noise,water,weight,driver,impedance,frequency response,sensitivity,UPC,model number,manufacturerID,RecommendedUse,HeadphoneStyle,Wireless,CompatibleDevices,HeadphoneType,WirelessTechnology
115,"Pokemon Pikachu Kids Volume Limiting Headphones, Hassle Free Packaging",,4.2,5,19.99,,,"The new Pokemon kid friendly headphones are here! ! Listen to whatever you like in safety, comfort, and style. These high quality headphones are equipped with a volume limiting switch to ensure safe sound levels for kids. The cool Pokemon graphics are perfect for your little one. Plug in your audio device and listen to anything you want. The pivoting ear cushions and adjustable headband provide comfort and quality so you can enjoy your music for as long as you like. This will make the perfect gift or birthday present for your little one! This unit features; Volume Limiting Switch, Connects to Any Audio Device, Adjustable Headband, Pivoting Ear Cushions, Pokemon graphics. Order Now! ! Parental Volume Control To Protect Hearing: Safety first kid friendly headphones feature built-in adjustable volume limiting parental controls. Easy listening earphones provide a safe optimal listening experience for iOS or Android users See back of packaging for more details Connect To Any Device: Children's headphones are compatible with all devices with 3. 5mm aux port like iPhone, Android, tablets, and laptops High Quality Stereo Sound Quality: Let your child enjoy high quality sound while being able to have good protection and not harming your kids hearing Adjustable Over Ear Headband and Ear Cushions: These kid friendly over ear headphones allows the Cushions and headbands to be pivoted and adjusted for custom fit and maximum comfort Perfect Gift: These kids headphones will make the perfect gift for your little one without the need to worry knowing your kids ears are safe, it finally gives parents piece of mind. Great for school homework, travel or home. We are sure your kid will always be happy with them","['Parental Volume Control To Protect Hearing: Safety first kid friendly headphones feature built-in adjustable volume limiting parental controls. Easy listening earphones provide a safe optimal listening experience for iOS or Android users See back of packaging for more details', ""Connect To Any Device: Children's headphones are compatible with all devices with 3. 5mm aux port like iPhone, Android, tablets, and laptops"", 'High Quality Stereo Sound Quality: Let your child enjoy high quality sound while being able to have good protection and not harming your kids hearing', 'Adjustable Over Ear Headband and Ear Cushions: These kid friendly over ear headphones allows the Cushions and headbands to be pivoted and adjusted for custom fit and maximum comfort', 'Perfect Gift: These kids headphones will make the perfect gift for your little one without the need to worry knowing your kids ears are safe, it finally gives parents piece of mind. Great for school homework, travel or home. We are sure your kid will always be happy with them']",the new pokemon kid friendly headphones are here    listen to whatever you like in safety  comfort  and style. these high quality headphones are equipped with a volume limiting switch to ensure safe sound levels for kids. the cool pokemon graphics are perfect for your little one. plug in your audio device and listen to anything you want. the pivoting ear cushions and adjustable headband provide comfort and quality so you can enjoy your music for as long as you like. this will make the perfect gift or birthday present for your little one  this unit features  volume limiting switch  connects to any audio device  adjustable headband  pivoting ear cushions  pokemon graphics. order now    parental volume control to protect hearing  safety first kid friendly headphones feature built in adjustable volume limiting parental controls. easy listening earphones provide a safe optimal listening experience for ios or android users see back of packaging for more details connect to any device  children s headphones are compatible with all devices with  .  mm aux port like iphone  android  tablets  and laptops high quality stereo sound quality  let your child enjoy high quality sound while being able to have good protection and not harming your kids hearing adjustable over ear headband and ear cushions  these kid friendly over ear headphones allows the cushions and headbands to be pivoted and adjusted for custom fit and maximum comfort perfect gift  these kids headphones will make the perfect gift for your little one without the need to worry knowing your kids ears are safe  it finally gives parents piece of mind. great for school homework  travel or home. we are sure your kid will always be happy with them,,,,0,over ear,,0,0,0,,,,,,,,,,,N,,,
116,"Trolls World Tour DJ Trollex Kids Headphones, Glow in The Dark, Volume Limiting",,4.6,5,19.99,"['Headphone Type', 'Headphone Style', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'Over-Ear', 'Smart Phones', 'Bluetooth']","eKids is one of the leading manufacturer of cutting edge, interactive electronic toys, learning aids, and real electronics for kids of all ages. We understand and respect the importance that toys play in kids' lives. With that responsibility in mind, we combine state-of-the-art technology with old-fashioned fun to create innovative, exciting, and enjoyable products that kids will love and parents can trust.Trolls World Tour Glow In The Dark DJ Trollex Kid Headphones, Parental Volume ControlTrolls World Tour DJ Trollex kid friendly headphones. Listen to whatever you like in safety, comfort, and style.These high quality headphones are equipped with a volume limiting switch to ensure safe sound levels for kids.Parental Volume Control SwitchConnect to any device with a 3.5mm jackGlow In The DarkAdjustable headband and ear cushionsHigh quality stereo soundTangle free durable cordTrolls Graphic and DesignParental Volume Control SwitchConnect to any device with a 3.5mm jackGlow In The DarkAdjustable headband and ear cushionsHigh quality stereo soundTangle free durable cordTrolls Graphic and Design Parental Volume Control To Protect Hearing: Safety first kid friendly headphones feature built-in adjustable volume limiting parental controls. Easy listening earphones provide a safe optimal listening experience for iOS or Android users (See back of packaging for more details CONNECTIONS & GLOW IN THE DARK: This headphone is compatible with all the smartphones with 3.5mm aux, like iPhone, android, laptops and many other device that has a 3.5mm jack. These headphones are also glow in the dark High Quality Stereo Sound : Let your child enjoy high quality sound while being able to have good protection and not harming your kids hearing Adjustable Over Ear Headband and Ear Cushions: These kid friendly over ear headphones allows the Cushions and headbands to be pivoted and adjusted for custom fit and maximum comfort Perfect Gift: These kids headphones will make the perfect gift for your little one without the need to worry knowing your kids ears are safe, it finally gives parents piece of mind. Great for school homework, travel or home. We are sure your kid will always be happy with them","['Parental Volume Control To Protect Hearing: Safety first kid friendly headphones feature built-in adjustable volume limiting parental controls. Easy listening earphones provide a safe optimal listening experience for iOS or Android users (See back of packaging for more details', 'CONNECTIONS & GLOW IN THE DARK: This headphone is compatible with all the smartphones with 3.5mm aux, like iPhone, android, laptops and many other device that has a 3.5mm jack. These headphones are also glow in the dark', 'High Quality Stereo Sound : Let your child enjoy high quality sound while being able to have good protection and not harming your kids hearing', 'Adjustable Over Ear Headband and Ear Cushions: These kid friendly over ear headphones allows the Cushions and headbands to be pivoted and adjusted for custom fit and maximum comfort', 'Perfect Gift: These kids headphones will make the perfect gift for your little one without the need to worry knowing your kids ears are safe, it finally gives parents piece of mind. Great for school homework, travel or home. We are sure your kid will always be happy with them']",ekids is one of the leading manufacturer of cutting edge  interactive electronic toys  learning aids  and real electronics for kids of all ages. we understand and respect the importance that toys play in kids  lives. with that responsibility in mind  we combine state of the art technology with old fashioned fun to create innovative  exciting  and enjoyable products that kids will love and parents can trust.trolls world tour glow in the dark dj trollex kid headphones  parental volume controltrolls world tour dj trollex kid friendly headphones. listen to whatever you like in safety  comfort  and style.these high quality headphones are equipped with a volume limiting switch to ensure safe sound levels for kids.parental volume control switchconnect to any device with a  . mm jackglow in the darkadjustable headband and ear cushionshigh quality stereo soundtangle free durable cordtrolls graphic and designparental volume control switchconnect to any device with a  . mm jackglow in the darkadjustable headband and ear cushionshigh quality stereo soundtangle free durable cordtrolls graphic and design parental volume control to protect hearing  safety first kid friendly headphones feature built in adjustable volume limiting parental controls. easy listening earphones provide a safe optimal listening experience for ios or android users  see back of packaging for more details connections   glow in the dark  this headphone is compatible with all the smartphones with  . mm aux  like iphone  android  laptops and many other device that has a  . mm jack. these headphones are also glow in the dark high quality stereo sound   let your child enjoy high quality sound while being able to have good protection and not harming your kids hearing adjustable over ear headband and ear cushions  these kid friendly over ear headphones allows the cushions and headbands to be pivoted and adjusted for custom fit and maximum comfort perfect gift  these kids headphones will make the perfect gift for your little one without the need to worry knowing your kids ears are safe  it finally gives parents piece of mind. great for school homework  travel or home. we are sure your kid will always be happy with them,"HeadphoneType,HeadphoneStyle,CompatibleDevices,WirelessTechnology","On-Ear&Over-Ear,Over-Ear,SmartPhones,Bluetooth",,0,over ear,,0,0,0,,,,,,,,,,Over-Ear,N,SmartPhones,On-Ear&Over-Ear,Bluetooth
117,Insten In-Ear Headphone Earbuds Earphones 3.5mm for MP3 MP4 Music Player Apple iPod Nano Classic Touch iPhone 6S 6 Plus 6+ Samsung Galaxy S7 S8 S9 S10 S10e Plus Edge iPad Mini 5 iPad Air 2019,,3.4,16,4.99,"['Headphone Type', 'Wireless', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'N', 'Cell Phones', 'None']","Package Includes  Universal In-Ear Stereo Headset x 1   Item Description  Universal In-Ear Stereo Headset Listen to your favorite music on the MP3 player with these high quality stereo earphones Compact size, convenient for you to carry it in your pocket, purse or backpack Excellent sound quality in all ranges 3.5mm headset connector is compatible with all devices with 3.5mm headset port Color: White / Silver Cord Length: 43 inches Style: In-Ear Stereo Includes an extra pair of ear bud Accessory ONLY, Device / MP3 player not included Note: Apple Lightning to 3.5mm headphone jack adapter is needed to compatible with iPhone 7 /7 Plus   Product names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products.  Listen to your favorite songs in high sound quality Compact Size for carrying around Compatible with all devices with 3.5mm headset port",['Universal In-Ear Stereo Headset x 1'],package includes  universal in ear stereo headset x     item description  universal in ear stereo headset listen to your favorite music on the mp  player with these high quality stereo earphones compact size  convenient for you to carry it in your pocket  purse or backpack excellent sound quality in all ranges  . mm headset connector is compatible with all devices with  . mm headset port color  white   silver cord length     inches style  in ear stereo includes an extra pair of ear bud accessory only  device   mp  player not included note  apple lightning to  . mm headphone jack adapter is needed to compatible with iphone      plus   product names are trademark of listed manufacturer or other owners  and are not trademarks of eforcity corp. the manufacturer does not necessarily endorse use of these products.  listen to your favorite songs in high sound quality compact size for carrying around compatible with all devices with  . mm headset port,"HeadphoneType,Wireless,CompatibleDevices,WirelessTechnology","In-EarHeadphones,N,CellPhones,None",,0,in ear,,0,0,0,,,,,,,,,,,Y,CellPhones,In-EarHeadphones,None
118,190561 - EC150 Ear-Clip Headphones,Walmart #  000543736,3.9,85,7.31,"['Headphone Type', 'Wireless', 'Recommended Use', 'Wireless Technology']","['On-Ear & Over-Ear', 'Wired', 'Portable audio system, portable electronics', 'None']",The stylish Maxell Ear Clip Headphones offer hours of comfort while you are listening to your favorite tunes. The ear clip design gives you a snug and secure fit while still providing you with the comfort you expect with portable headphones.Imp: 32? 30mm drivers Neodymium magnet Sensitivity: 96dB/mW Freq resp: 16Hz?24kHz 3.5mm stereo plug Lifetime warranty,"['Specifications', 'Comparison Chart']",the stylish maxell ear clip headphones offer hours of comfort while you are listening to your favorite tunes. the ear clip design gives you a snug and secure fit while still providing you with the comfort you expect with portable headphones.imp        mm drivers neodymium magnet sensitivity    db mw freq resp    hz   khz  . mm stereo plug lifetime warranty,"HeadphoneType,Wireless,RecommendedUse,WirelessTechnology","On-Ear&Over-Ear,Wired,Portableaudiosystem,portableelectronics,None",,0,,,0,0,0,,,,,,,,,Portableaudiosystem,,Y,,On-Ear&Over-Ear,portableelectronics
119,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
120,TSV Replacement Ear Pads Cushion for boses QuietComfort QC15 QC25 QC35 Headphones,,4.0,8,9.97,,,Product Features: This ear cushion is made of soft foam and artificial leather which makes yourwearing cozy and comfortable.Printing LR ear pads cushion is easy to distinguish.With it you can enjoy your stereo music to the fullest.Durable and soft high elasticity.Perfect fit.Compatible with boses Quiet Comfort QC2 QC15 AE2 QC25 Headphones.Product Specification: Material: Artificial leather soft foamCompatible for boses Quiet Comfort QC15 & QC25& QC35& AE2 HeadphonesColor:Black/Blue(as picture shows)Package Includes: 1 x Pair of Ear Pads Cushion1 x Pair of Ear CupsCompatible with boses Quiet Comfort QC2 QC15 AE2 QC25 Headphones. This ear cushion is made of soft foam and artificial leather which makes your wearing cozy and comfortable. Printing L/R ear pads cushion is easy to distinguish.,"['Battery life', 'Comfort', 'Quality', 'Design', 'Ease of use']",product features  this ear cushion is made of soft foam and artificial leather which makes yourwearing cozy and comfortable.printing lr ear pads cushion is easy to distinguish.with it you can enjoy your stereo music to the fullest.durable and soft high elasticity.perfect fit.compatible with boses quiet comfort qc  qc   ae  qc   headphones.product specification  material  artificial leather soft foamcompatible for boses quiet comfort qc     qc    qc    ae  headphonescolor black blue as picture shows package includes    x pair of ear pads cushion  x pair of ear cupscompatible with boses quiet comfort qc  qc   ae  qc   headphones. this ear cushion is made of soft foam and artificial leather which makes your wearing cozy and comfortable. printing l r ear pads cushion is easy to distinguish.,,,,0,,,0,0,0,,,,,,,,,,,N,,,
121,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
122,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
123,REFURBISHED Beats by Dr. Dre Studio 2.0 Wireless Over-the-Ear Headphones- Black,,4.3,16,125.0,"['Headphone Type', 'Wireless', 'Wireless Technology']","['On-Ear & Over-Ear', 'Y', 'Bluetooth']",REFURBISHED Beats by Dr. Dre Studio 2.0 Wireless Over-the-Ear Headphones- Black,"['Specifications', 'Comparison Chart']",refurbished beats by dr. dre studio  .  wireless over the ear headphones  black,"HeadphoneType,Wireless,WirelessTechnology","On-Ear&Over-Ear,Y,Bluetooth",,0,,,0,0,0,,,,,,,,,,,Y,,On-Ear&Over-Ear,Bluetooth
124,J3 TV920 Listener Rechargeable Wireless Infrared Headphones for TV Listening System | Cordless Over Ear Headphone NEW,,3.4,5,39.95,,,"J3 TV920 Listener Rechargeable Wireless Infrared Headphones for TV Listening System | Cordless Over Ear Headphone      Product Details    Product Dimensions: 6 x 3 x 8 inches Item Weight: 13.6 ounces Manufacturer: Unisar Item model number: TDIRECTUNI-TV920 Batteries: 3 AAA batteries required. Is Discontinued By Manufacturer: No Date First Available: June 15, 2010   COMFORTABLE OVER-THE-EAR DESIGN: Dont worry about having to deal with uncomfortable earphones again because these headphones are as simple and as comfortable as it gets. When your sound bar just isnt cutting it, our swiveling, padded earpieces help with noise canceling to give you the ultimate, television, movie, or music, sound-system experience. Not recommended for sleep. FOR ALL AGES: People of all ages will love the comfort and convenience of our cordless J3 TV Listeners. These are perfect for easily distracted kids or people with hearing loss to help them hear what is happening on the television. Our headphones are hearing aid compatible and they wont get any interference from other electronic accessories or radio devices. These headphones cant be beat! SIMPLE SET UP: This headset lets you watch TV from up to 33 ft away! Remove the headset covers, insert your batteries as indicated, replace the covers, and put in charging mode for 24 hours before first use. Next, connect the transmitter box to the audio output ports on your TV and youll be ready to go. Just turn on your headset, adjust the volume, and enjoy! Some TVs may need a digital adapter. RECHARGEABLE BATTERIES INCLUDED: Instead of worrying about changing batteries every couple weeks, our wireless headsets use rechargeable batteries to give you up to 15 hours of uninterrupted listening! Charge your headphones for 24 hours before first use and then charge as needed after that. Its simple! Youll charge the headset from the transmitter box and we also included a headphone case. VERSEO QUALITY: Verseo, Inc. is a company based in New York. We create and manufacture some of the highest-quality health, wellness, and beauty products on the market. Each of our products is made by people like you who care about their work and the impact they can have on the world! Youll love any product you get from Verseo because we do our best to keep your happiness and safety in mind.     Read more Read more Frequently Ask Questions I. It is notworking. Answer: There are 3 reasons why you would get issues setting up theunit: 1. Batteries need charging 2. The transmitter is not placed close to theeye level 3. The transmitter is not connected where the streaming is comingfrom II. Why I get static noise/humming sound? Answer: Stay in line with thetransmitter. III.   J3 TV920 Listener Rechargeable Wireless Infrared Headphones for TV Listening System | Cordless Over Ear Headphone NEW","['Product Dimensions: 6 x 3 x 8 inches', 'Item Weight: 13.6 ounces', 'Manufacturer: Unisar', 'Item model number: TDIRECTUNI-TV920', 'Batteries: 3 AAA batteries required.', 'Is Discontinued By Manufacturer: No', 'Date First Available: June 15, 2010']",j  tv    listener rechargeable wireless infrared headphones for tv listening system   cordless over ear headphone      product details    product dimensions    x   x   inches item weight    .  ounces manufacturer  unisar item model number  tdirectuni tv    batteries    aaa batteries required. is discontinued by manufacturer  no date first available  june            comfortable over the ear design  dont worry about having to deal with uncomfortable earphones again because these headphones are as simple and as comfortable as it gets. when your sound bar just isnt cutting it  our swiveling  padded earpieces help with noise canceling to give you the ultimate  television  movie  or music  sound system experience. not recommended for sleep. for all ages  people of all ages will love the comfort and convenience of our cordless j  tv listeners. these are perfect for easily distracted kids or people with hearing loss to help them hear what is happening on the television. our headphones are hearing aid compatible and they wont get any interference from other electronic accessories or radio devices. these headphones cant be beat  simple set up  this headset lets you watch tv from up to    ft away  remove the headset covers  insert your batteries as indicated  replace the covers  and put in charging mode for    hours before first use. next  connect the transmitter box to the audio output ports on your tv and youll be ready to go. just turn on your headset  adjust the volume  and enjoy  some tvs may need a digital adapter. rechargeable batteries included  instead of worrying about changing batteries every couple weeks  our wireless headsets use rechargeable batteries to give you up to    hours of uninterrupted listening  charge your headphones for    hours before first use and then charge as needed after that. its simple  youll charge the headset from the transmitter box and we also included a headphone case. verseo quality  verseo  inc. is a company based in new york. we create and manufacture some of the highest quality health  wellness  and beauty products on the market. each of our products is made by people like you who care about their work and the impact they can have on the world  youll love any product you get from verseo because we do our best to keep your happiness and safety in mind.     read more read more frequently ask questions i. it is notworking. answer  there are   reasons why you would get issues setting up theunit   . batteries need charging  . the transmitter is not placed close to theeye level  . the transmitter is not connected where the streaming is comingfrom ii. why i get static noise humming sound  answer  stay in line with thetransmitter. iii.   j  tv    listener rechargeable wireless infrared headphones for tv listening system   cordless over ear headphone new,,,,0,over ear,,0,cancel,0,,,,,,,,,,,N,,,
125,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
126,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
127,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
128,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
129,JBL JR 300BT Kids On-Ear Wireless Headphones with Safe Sound Technology (Pink),,4.3,270,44.95,"['Headphone Type', 'Wireless', 'Wireless Technology']","['Wireless Headphones', 'Wireless', 'Bluetooth']",JBL JR 300BT Kids On-Ear Wireless Headphones with Safe Sound Technology (Pink) Headphones are designed to ensure the volume is always below 85dB Kids listen in comfort with custom designed soft padded headband Kids will also enjoy the ability to customize the headphones with the available stickers Stickers SetKids can personalize the headphones,"['Headphones are designed to ensure the volume is always below 85dB', 'Kids listen in comfort with custom designed soft padded headband', 'Kids will also enjoy the ability to customize the headphones with the available stickers', 'Stickers SetKids can personalize the headphones']",jbl jr    bt kids on ear wireless headphones with safe sound technology  pink  headphones are designed to ensure the volume is always below   db kids listen in comfort with custom designed soft padded headband kids will also enjoy the ability to customize the headphones with the available stickers stickers setkids can personalize the headphones,"HeadphoneType,Wireless,WirelessTechnology","WirelessHeadphones,Wireless,Bluetooth",,0,on ear,,0,0,0,,,,,,,,,,,Y,,WirelessHeadphones,Bluetooth
130,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
131,"Sony Fashion Earbud Headphones, MDREX15LP/W",Walmart #  552206665,3.0,127,7.9,"['Headphone Type', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'N', '1', '1', 'None']","Get great sound with these headphones that are designed for comfort with fashionable colors to complement your style. The 9mm drivers units deliver powerful bass while hybrid silicone ear buds ensure a secure fit. Long-lasting comfort Small, medium and large earbuds are included to fine tune your fit High-quality 9mm dome type driver units High-energy neodymium magnets Powerful bass response Y-type cord with cord-slider prevents tangles on the go 2-tone design and colors Color: white","['Long-lasting comfort', 'Small, medium and large earbuds are included to fine tune your fit', 'High-quality 9mm dome type driver units', 'High-energy neodymium magnets', 'Powerful bass response', 'Y-type cord with cord-slider prevents tangles on the go', '2-tone design and colors', 'Color: white']",get great sound with these headphones that are designed for comfort with fashionable colors to complement your style. the  mm drivers units deliver powerful bass while hybrid silicone ear buds ensure a secure fit. long lasting comfort small  medium and large earbuds are included to fine tune your fit high quality  mm dome type driver units high energy neodymium magnets powerful bass response y type cord with cord slider prevents tangles on the go   tone design and colors color  white,"HeadphoneType,Wireless,RecommendedUse,CompatibleDevices,WirelessTechnology","In-EarHeadphones,N,1,1,None",,0,,,0,0,0,,,,,,,,,1,,Y,1,In-EarHeadphones,None
132,Koss UR10 On-Ear Headphones,Walmart #  567217434,4.5,14,10.49,"['Headphone Type', 'Wireless', 'Recommended Use', 'Wireless Technology']","['On-Ear & Over-Ear', 'N', 'Portable electronics', 'None']",Adjustable headband allows for secure fit for any age Lightweight design without sacrificing the Sound of Koss Deep bass production coupled with a wide frequency response Covered under the Koss Stereophones Limited Lifetime Warranty Koss UR10 On-Ear Headphones,"['Adjustable headband allows for secure fit for any age', 'Lightweight design without sacrificing the Sound of Koss', 'Deep bass production coupled with a wide frequency response', 'Covered under the Koss Stereophones Limited Lifetime Warranty']",adjustable headband allows for secure fit for any age lightweight design without sacrificing the sound of koss deep bass production coupled with a wide frequency response covered under the koss stereophones limited lifetime warranty koss ur   on ear headphones,"HeadphoneType,Wireless,RecommendedUse,WirelessTechnology","On-Ear&Over-Ear,N,Portableelectronics,None",,0,on ear,,0,0,0,lightweight,,,,,,,,Portableelectronics,,Y,,On-Ear&Over-Ear,None
133,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
134,"Replacement Earbuds Ear Tips for Powerbeats 2, Symphonized, Panasonic, iFrogz, Mpow, Sony, LG, Skullcandy in-Ear Headphones, 8 Pairs, 4 Different Sizes - Small, Medium, Large and Double Flange",,3.5,4,5.99,"['Headphone Type', 'Wireless']","['In-Ear Headphones', 'N']","Will Fit Many Other Models of Earbuds such as Symphonized, iFrogz, LG, Skullcandy, Monster, Sony, Sharp, Phillips, Panasonic, JVC, SoundPEATS, Anker, Samsung, EnacfireReplacement Earbuds Ear Tips for Powerbeats 2, Symphonized, Panasonic, iFrogz, Mpow, Sony, LG, Skullcandy in-Ear Headphones, 8 Pairs, 4 Different Sizes - Small, Medium, Large and Double Flange","['Earbuds and In-ear Headphones', 'Over-Ear and On-Ear Headphones', 'Wireless and Bluetooth Headphones', 'Beats by Dr. Dre Headphones', 'Apple', 'Electronics Tax Time', 'Beats by Dr. Dre', 'True Wireless Headphones']",will fit many other models of earbuds such as symphonized  ifrogz  lg  skullcandy  monster  sony  sharp  phillips  panasonic  jvc  soundpeats  anker  samsung  enacfirereplacement earbuds ear tips for powerbeats    symphonized  panasonic  ifrogz  mpow  sony  lg  skullcandy in ear headphones    pairs    different sizes   small  medium  large and double flange,"HeadphoneType,Wireless","In-EarHeadphones,N",,0,in ear,,0,0,0,,,,,,,,,,,Y,,In-EarHeadphones,
135,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
136,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
137,"CozyPhones Kids Headphones Volume Limited with Ultra-Thin Speakers & Super Soft Fleece Headband - Perfect Toddlers & Children's Earphones for Home, School & Travel - Whatif Monster",,4.2,6,16.97,"['Headphone Type', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'Apple iPhone, iPad, iPod, Android, Samsung Galaxy, Blackberry, Nokia, LG, HTC, Google Nexus, Lenovo, Asus, Sony, Dell, Toshiba, HP, MP3, MP4', 'None']","CozyPhones earphones are a great alternative for kids who hate earbuds, struggle with bulky over the ear headphones or have sensory issues, Autism or SPD. They are made of lightweight, comfortable, washable, moisture wicking fleece.  The ultra-thin 1/8"" speakers are removable and adjustable to provide a perfect fit. The cord is created to last a long time. Made of a flexible, durable braided material and is 52 inches long, a perfect length to keep your child comfortable without it getting tangled up. The cord will not break or kink under normal use. Perfect to be used during recreation, travel and sleeping, has a safe volume limit allowing your child to hear you while in use.  The speakers can be plugged into any device that uses a 3.5 mm jack. Finally Headphones your kids will love – 100% Money Back Guarantee, would make a great gift item! Ideal Use: Home, Travel, Airplane Companion, Cars, Sleep, Sports, Relaxation, and Great for Kids with Autism, SPD or Sensory Needs.   Compatible with all your Favorite Devices: Like Apple iPhone, iPad, iPod, Android, Samsung Galaxy, Blackberry, Nokia, LG, HTC, Google Nexus, Lenovo, Asus, Sony, Dell, Toshiba, HP, MP3, MP4 and other audio devices Details:   3.5 mm jack 3016-32 Ohm Frequency Range: 20 to 20000Hz Rate Power: 20MW Maximum Power: 50MW Sensitivity: 85 +/- 4dB Compatibility  Don’t just take our word for it.  Check out some of our parent’s product reviews!  Great headphone and very comfortable These saved me on an 18 hour car trip Perfect fit, fast delivery, perfect for my 5 year old! Great for sensory issues! These are amazing! Great for kids on the go I love these headphones for my 21 month old Adorable headphones! Soft, comfortable, and adorable! Necessary for Traveling with Toddlers What a great product for kids I wish I bought this sooner. Perfect for kids! Just what I was looking for!    Key Features:  Super Soft Moisture Wicking Fleece Headband Portable Easy to Carry and Use Built to Last 52 inches Long, Durable, Flexible Braided Cord Cord Will not Kink, Twist or Break Under Normal Use Lightweight Ultra-Thin 1/8"" Speakers Removable, Adjustable Speakers Provide the Perfect Fit Sturdy 3.5 mm Stereo Plug, Fits Most Devices Can Be Used as a Sleep Mask Cute Design Makes it Easy to Keep Track of Machine Washable 100% Money Back Guarantee","['3.5 mm jack', '3016-32 Ohm', 'Frequency Range: 20 to 20000Hz', 'Rate Power: 20MW', 'Maximum Power: 50MW', 'Sensitivity: 85 +/- 4dB Compatibility']",cozyphones earphones are a great alternative for kids who hate earbuds  struggle with bulky over the ear headphones or have sensory issues  autism or spd. they are made of lightweight  comfortable  washable  moisture wicking fleece.  the ultra thin      speakers are removable and adjustable to provide a perfect fit. the cord is created to last a long time. made of a flexible  durable braided material and is    inches long  a perfect length to keep your child comfortable without it getting tangled up. the cord will not break or kink under normal use. perfect to be used during recreation  travel and sleeping  has a safe volume limit allowing your child to hear you while in use.  the speakers can be plugged into any device that uses a  .  mm jack. finally headphones your kids will love        money back guarantee  would make a great gift item  ideal use  home  travel  airplane companion  cars  sleep  sports  relaxation  and great for kids with autism  spd or sensory needs.   compatible with all your favorite devices  like apple iphone  ipad  ipod  android  samsung galaxy  blackberry  nokia  lg  htc  google nexus  lenovo  asus  sony  dell  toshiba  hp  mp   mp  and other audio devices details     .  mm jack         ohm frequency range     to      hz rate power    mw maximum power    mw sensitivity          db compatibility  don t just take our word for it.  check out some of our parent s product reviews   great headphone and very comfortable these saved me on an    hour car trip perfect fit  fast delivery  perfect for my   year old  great for sensory issues  these are amazing  great for kids on the go i love these headphones for my    month old adorable headphones  soft  comfortable  and adorable  necessary for traveling with toddlers what a great product for kids i wish i bought this sooner. perfect for kids  just what i was looking for     key features   super soft moisture wicking fleece headband portable easy to carry and use built to last    inches long  durable  flexible braided cord cord will not kink  twist or break under normal use lightweight ultra thin      speakers removable  adjustable speakers provide the perfect fit sturdy  .  mm stereo plug  fits most devices can be used as a sleep mask cute design makes it easy to keep track of machine washable      money back guarantee,"HeadphoneType,CompatibleDevices,WirelessTechnology","On-Ear&Over-Ear,AppleiPhone,iPad,iPod,Android,SamsungGalaxy,Blackberry,Nokia,LG,HTC,GoogleNexus,Lenovo,Asus,Sony,Dell,Toshiba,HP,MP3,MP4,None",,0,,,0,0,0,lightweight,,,,,,,,,,N,AppleiPhone,On-Ear&Over-Ear,iPad
138,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
139,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
140,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
