,Unnamed: 0,name,wm_ID,rating,num_of_rating,price,brand,connection,type,battery,microphone,noise,water,weight,impedance,frequency response,sensitivity,UPC,manufacturerID,HeadphoneStyle,Wireless,HeadphoneType
130,134,"Replacement Earbuds Ear Tips for Powerbeats 2, Symphonized, Panasonic, iFrogz, Mpow, Sony, LG, Skullcandy in-Ear Headphones, 8 Pairs, 4 Different Sizes - Small, Medium, Large and Double Flange",,3.5,4,5.99,will,0,in,,,,,,,,,,2.0,,Y,in
131,135,AGPTEK Headphones with Dual Mic 3.5MM Wired Earbuds In-Ear Gaming Earphones for PS4 Xbox PC Laptop Phone,,3.9,27,15.99,specification,0,in,,1.0,cancel,,,,20hz,91 db,,1.0,,Y,in
132,136,Philips SHP9500 - Headphones - full size - wired - 3.5 mm jack - black,,4.6,16,79.99,philips,0,over,,1.0,,,,,,,,9500.0,,Y,over
133,137,"CozyPhones Kids Headphones Volume Limited with Ultra-Thin Speakers & Super Soft Fleece Headband - Perfect Toddlers & Children's Earphones for Home, School & Travel - Whatif Monster",,4.2,6,16.97,cozyphones,0,,18.0,,,,lightweight,,20000hz,4db,,1.0,,N,over
134,138,Skullcandy Gold/ Black S2IKDY-107 3.5mm Connector Ink'd 2.0 Earbud Headphones with Mic,,3.9,11,13.95,skullcandy,0,,,1.0,,,,,,,,2.0,in,Y,in
135,139,Bluetooth Headset Wireless Earbuds Bluetooth with Mic Voice Control TWS Stereo Bluetooth Earpiece for Driving/Business/Office,,4.5,4,11.75,bluetooth,0,,,1.0,,,,,,,,1.0,,Y,in
136,140,"Bluetooth 5.0 Neckband Headphones, Stereo Shocking Bass, Noise Reduction Wireless Bluetooth Headset with HD Mic Auto Retractable Earbuds 12 Hrs Playtime Sports Earphones for Gym Running Traving, Gift",,5.0,2,25.97,wowparts,0,in,550.0,1.0,reduct,,,,22khz,,,30.0,,Y,in
137,141,Bluetooth Headset 10Hrs Playtime Wireless Bluetooth V4.2 Earpiece for Cell Phone Noise Canceling Car Business Earbud Headphone with Mic and Mute Compatible with iPhone Samsung Android,,3.0,4,14.99,feature,0,,,1.0,reduct,,,,,,,4.0,,N,
138,142,Otium Bluetooth Headphones Best Wireless Sports Earphones w/ Mic IPX7 Waterproof HD Stereo Sweatproof In Ear Earbuds for Gym Running Workout 8 Hour Battery Noise Cancelling Headsets,,3.2,13,14.99,bluetooth,0,in,8.0,1.0,isolate,,,,,,,4.0,,Y,in
139,143,"Mpow Flame2 Wireless Sport Bluetooth Headphones,13H Playback Time Bluetooth V5.0 Wireless Earbuds,CVC6.0 Noise Cancelling Earbuds with Mic and Richer Bass HiFi Stereo for Running Jogging Cycling Black",,4.8,24,27.99,bullet,1,,300.0,1.0,cancel,proof,,,1khz,92db,,25.0,in,N,in
140,144,urBeats3 In-Ear Wired Earphones with 3.5 mm Plug - 2018 Model - Black,571777126.0,4.1,18,59.0,designed,0,in,,1.0,isolate,,,,,,,3.0,,Y,in
141,145,Bluetooth 4.2 Wireless Headset In-ear Stereo Ear Buds Headset Earphone with Charging Case,,2.3,22,8.59,features,0,,,,reduct,,2.4g,,,,,4.0,,N,
142,146,Sony MDR-ZX310-BLACK Wired Headphones with Lightweight Adjustable Headband and Swivel Earcups,,3.7,41,32.95,closed,0,,,,,,lightweight,,000 hz,,,30.0,,Y,over
143,147,"LUXMO Trucker Bluetooth Headset, Wireless Headphones with Microphone, Noise Cancelling Headphones for Truck Driver, Wireless Over the Head Earpiece with Mic for Skype, Call Center",,4.5,4,29.99,product,0,,200.0,1.0,cancel,,1.8 oz,,,,,2.0,,N,on
144,148,"Plantronics Backbeat FIT 2100 Wireless In-Ear Sweatproof Waterproof Sports Workout Headphones, Black (New Open Box)",,5.0,1,44.99,plantronics,1,in,,,,proof,lightweight,,,,,2100.0,,Y,in
145,149,"Bluetooth Headset, Wireless Earpiece Bluetooth for iPhone and Android, In-Ear Bluetooth Earbuds Hands Free Earphones w/ Mic, Noise Cancelling for Driving/Business/Office, I6192",,4.1,51,19.99,car,0,in,6.0,1.0,cancel,,5 g,,,,,280.0,,N,in
146,150,S.Wear Z8 Bone Conduction Headphones Wireless 5.0 Earphone Outdoor Sports Headset Stereo CSR8635 Hands-free with Microphone,,3.3,10,29.98,release,0,,6.0,1.0,,,37g,,20khz,88db,,5.0,,N,on
147,151,"iphone Earphone Adapter, Lightning to 3.5mm Headphones/Earbuds Jack Dongle Adapter, Compatible with iPhone XS/XR/X/8/8 Plus/7/7 Plus/ipad/iPod, Support iOS 11/12, 2 Pack, I6005",,1.0,1,10.99,this,0,,24.0,,,,,,48khz,,,3.0,,N,
148,152,"2019 Newest AirPods Case,360°Protective Silicone AirPods Accessories Kit Compatiable with Apple AirPods 1st/2nd Charging Case[Not for Wireless Charging Case] Dark Blue",,4.4,5,7.98,why,0,,,1.0,,,,,,,,1.0,,N,
149,153,Airtime Pro Truly Wireless Stem Earbuds + Charging Case Earset,,5.0,2,49.95,ifrogz,1,in,20.0,1.0,,resist,,,,,,1.0,,Y,
150,154,Skullcandy Ink'd Bluetooth Wireless Earbuds in Gray & Chrome,571731400.0,3.8,25,24.88,skullcandy,0,,8.0,1.0,isolate,,lightweight,,,,,8.0,in,Y,in
151,155,SOL REPUBLIC SHADOW - Headset - in-ear - wireless - Bluetooth - steel black,554751315.0,3.5,98,22.04,shadow,0,,,,,,lightweight,,,,,,,Y,
152,156,Painless Sport Ear-hook Headset Business TWS Earphone Noise Cancellation Earbuds with Mic,,5.0,3,11.88,product,0,,20.0,1.0,cancel,,,0 ohms,20hz,42db,,180.0,,N,
153,157,JBL Live 400BT Wireless On-Ear Headphones (Black),,4.2,111,69.95,in,0,on,24.0,1.0,,,,,,,,400.0,,Y,over
154,158,Koss® Koss Ktxpro1 Headphones,563300708.0,4.4,34,20.7,this,0,,,,,,1.29 lb,,15hz,103db,,1.0,,Y,over
155,159,"Sleep Headphones Bluetooth Headband,Upgrage Soft Sleeping Wireless Music Sport Headbands, Long Time Play Sleeping Headsets with Built in Speakers Perfect for Workout, Running, Yoga",,1.0,1,13.88,sleep,0,,,1.0,,,,,,,,2.0,,N,
156,160,Skullcandy lime green-  Black S2IKDY-323  3.5mm Connector Ink'd 2.0 Earbud Headphones with Mic,,5.0,3,14.26,skullcandy,0,,,1.0,,,,,,,,11.0,,N,in
157,161,"PowerHBQ PRO Wireless sport Earbuds, Bluetooth 5.0 Headphones, True Wireless running Earbuds Headphones with Deep Bass Stereo Sound",,5.0,1,38.99,specification,0,,40.0,,,,,,,,,62.0,,N,in
158,162,Audio-Technica ATH-M40x Professional Monitor Headphones,554873570.0,4.8,139,99.0,the,0,,,,isolate,,,,,,,40.0,,Y,over
159,163,"Califone, CIICA2, Lightweight Stereo Heahphones Wired 3.5mm 6ft Foam Beige, 1, Beige",563477544.0,5.0,3,7.95,lightweight,0,,48.0,,,,lightweight,,,,,24.0,,N,over
160,164,Wireless Bluetooth 5.0 NeckBand Headset Sport Stereo Retractable Headphone Earbuds Earphone with MIC Microphone(Rose Gold),,3.3,11,20.97,wowparts,0,,8.0,1.0,cancel,,5.33oz,,,,,30.0,,Y,in
161,165,"AMGRA Wireless Earbuds Bluetooth Headphones Mini Bluetooth Earbuds Super Bass Wireless Headset with LED Power Display Charging Case, Sport in-Ear Ear Buds with Charging Case A",,4.0,1,14.72,product,0,,16.0,1.0,,,lightweight,,,,,1.0,,Y,in
162,166,Headphones Jack Charge and Audio Splitter Lightning to Audio Charging Adapter for Earphone,,1.0,1,8.99,product,0,,,,,,,,48 khz,,,11.0,,N,
163,167,Plugfones Guardian 26 dB Reusable Nylon/Silicone/Soft Foam Ear Plugs/Ear Phones 54 in. L Orange,,4.0,1,33.06,we,1,,,,reduct,proof,,,,29 db,,27.0,,Y,in
164,168,"Replacement Earpads for boses QuietComfort QC15 QC2 QC25, Headphones Ear Pads Cushion Headset Ear Cover and Headband Cover with Memory Form - Black",,3.8,5,9.97,30,0,,,,,,,,,,,30.0,,N,
165,169,Beyution Black Metal Wireless Bluetooth Headsets Over Ear Bluetooth Headphones with Mic for iPhone 8 X Samsung Smart Phones and all tablet Laptop with Bluetooth Funcstion,,5.0,2,15.99,the,0,,8.0,1.0,cancel,,,4 ohms,20hz,15db,,40.0,,Y,on
166,170,KOSS 184515 UR10i On-Ear Headphones with Microphone,,4.0,15,13.67,the,0,on,,1.0,,,lightweight,,,,,10.0,,N,over
167,171,"Skullcandy Chops Flex - Earphones with mic - ear-bud - over-the-ear mount - wired - 3.5 mm jack - gray, red, swirl",,3.6,23,19.99,skullcandy,1,,,1.0,,resist,,,,,,4.0,,Y,in
168,172,Koss Ur40 Ur40 Open Over-ear Headphones,563904584.0,4.8,10,31.43,the,0,over,,,,,6oz,,,,,40.0,,Y,over
169,173,"Bluetooth Headphones,Wireless Noise Cancelling Headphones with Microphone – Water and Sweat Resistant – HD Stereo – Hooked Earbuds with Neckband for Workout, Running, Gym, 8 Hours Play Time",,1.0,1,18.99,comfortable,1,in,9.0,1.0,reduct,proof,lightweight,,,,,6.0,in,N,
170,174,Status Audio CB-1 Closed Back Studio Monitor Headphones,,3.7,3,59.0,studio,0,over,,,cancel,,,,,,,1.0,,Y,over
171,176,"Stereo Gaming Headset for PS4, Xbox One,  PC, Mac, Laptop, EEEKit Wired Over Ear Headphones with Noise Canceling Mic, Surround Sound & Soft Memory Earmuffs",,4.2,5,12.97,package,0,,,1.0,cancel,,lightweight,,,,,1.0,,Y,over
172,177,Soft Silicone Bluetooth Wireless Earphone Case Shockproof Cover Protector Case Earbuds Case Headset Case For AirPods Charging BoX,,4.0,4,6.99,description,0,,,,,,,,,,,55.0,,Y,in
173,178,Outtop 10 pcs 55mm Foam Pads Ear Pad Sponge Earpads Headphone Cover For Headset,,4.8,4,8.21,outtop,0,,,,,,,,,,,10.0,,N,
174,179,"RockPapa Over Ear Stereo Headphones Earphones for Adults Kids Childs, Noise Isolating, Adjustable, Heavy Deep Bass for iPhone iPod iPad Macbook Surface MP3 DVD SmartPhones Laptop (Black/Red)",,4.3,7,36.49,specifications,0,,,,cancel,,,,20000hz,3db,,32.0,,Y,over
175,180,EEEKit S19 TWS 5.0 Bluetooth Earbuds Hanging Ear Bone Conduction Bluetooth Headset in-Ears HD Call with 2200 mAh Charging Case,,5.0,1,20.97,30,0,,160.0,1.0,reduct,,,,,,,30.0,,N,
176,181,"Bluetooth Headphones Active Noise Cancelling, Superior Deep Bass Over-Ear Wireless Headphones with Mic for PC/Cell Phone",,3.1,16,23.85,impressive,0,,,1.0,,,,,,,,,over,Y,on
177,182,iphone Lightning to 3.5 mm Headphone Jack Adapter,,2.5,14,8.99,description,0,,,,,,,,,,,7.0,,Y,
178,183,"True Wireless Earbuds, COWIN KY07A Bluetooth 5.0 Earbuds with Charging Case Pumping Bass, Stereo Calls, One Step Auto Pairing, Volume Control, Stereo Headphones for iPhone Android Sport Work Out",,4.6,42,29.99,no,1,,30.0,1.0,,proof,lightweight,,,,,7.0,,Y,in
179,184,Sony MDRZX110 ZX Series Stereo Headphones (White) with 3.5mm Mini Plug to 1/4 inch Headphone Adapter & HeroFiber® Ultra Gentle Cleaning Cloth,,4.1,7,19.86,this,0,on,,1.0,,,,4 ohms,000 hz,100 db,,3.0,,N,on
180,185,"Bluetooth Wireless Earbuds, Bietrun Bluetooth 5.0 Wireless Headphones with Built-in Mic and Charging Case, Hands-free Calling Sweatproof In-Ear Headset Earphone Earpiece for iPhone/Android Cell Phones",,4.2,18,24.99,tws,1,in,24.0,1.0,cancel,proof,6g,,,,,2.0,,Y,in
181,187,Pokemon Pk140Piexv8 Pikachu Youth Headphone Yellow,,4.0,1,19.99,ekids,0,,,,,,,,,,,,,Y,over
182,188,Xiaomi Mi Air2 SE TWS True Wireless Earphones Bluetooth 5.0 Pop-up Headset Sports Business Mini Earbuds 20H Music Time SBC AAC Dual Mic Tap Control For iOS Android Phone TWSEJ04WM,,4.0,1,33.98,description,0,,20.0,1.0,cancel,,4.7g,,,,,2.0,,N,
183,189,AGPtek Replacement Ear Pads Cushion for Beats by Dr. Dre Studio 2.0 Wired Wireless Headphone,,4.5,10,12.99,1,0,,,,,,,,,,,1.0,,Y,over
184,190,COWIN Max Series E7PRO ACE (Upgraded) Active Noise Cancelling Bluetooth Headphone with Microphone Hi-Fi Deep Bass,,4.7,3,74.99,cowin,0,in,30.0,1.0,reduct,,,,,75db,,7.0,,Y,over
185,191,"Avantree HT280 2.4G RF Wireless Headphones for TV Watching with Transmitter Charging Dock, Ideal for Seniors & Hearing Impaired, Features High Volume Settings, No Delay & Auto Pairing, 100ft Range",,4.1,15,94.99,there,0,,12.0,,,,2.4 g,,,,,2.0,,Y,on
186,192,"Black Friday Bluetooth Earbuds Bluetooth Headphones Wireless Earbuds Wireless Headphones Bluetooth Headset Mini Earbuds 4.1 Stereo Earphone Sport Headsets for All Bluetooth Devices (Black, 1 PCS)",,3.4,16,19.99,this,0,in,6.0,1.0,cancel,,2.4g,,,,,65.0,in,Y,in
187,193,PELTOR WORKTUNES Digital AM FM MP3 Radio HEADPHONES Hearing PROTECTION Ear Muffs by The ROP Shop,,5.0,4,59.99,please,0,,,,,,,,,24db,,3.0,,Y,over
188,194,"Wireless Bluetooth 5.0 Ear Hook Bone Conduction Earphone with Mic, Noise Isolating HD Bass Headset Headphone for Smartphones Cell Phone Notebooks Tablet PCs",,2.8,5,9.97,30,0,on,6.0,1.0,reduct,,8g,,,42db,,30.0,,N,
189,195,My Little Pony Kid Safe Headphones,566224594.0,4.7,14,12.16,your,0,,,,,,,,,,,,,Y,over
190,196,Replacement Inline Microphone Audio Cable Cord for Beats by Dr Dre Headphones,,4.0,1,8.99,replacement,0,,,1.0,,,,,,,,3.0,,N,
191,197,Double Charger Splitter lightning Adapter For iPhone 8 iPhone 8 Plus iPhone x  Apple iPhone X/8/7 Plus Audio Music Play 2in1 Dual Converter Earphone Headphone music Play Quick Charging USB cable,,5.0,1,9.99,brand,0,,,1.0,,,,,,,,7.0,,Y,
192,198,"Mini Wireless Earbuds, 2020 Upgrade Bluetooth Earphone Smallest Wireless Invisible Headset Headphone with Mic Hands-free Calling for iPhone Samsung and Android Smart Phones",,2.9,105,19.97,30,1,in,150.0,1.0,cancel,proof,2 g,,,,,30.0,,Y,in
193,199,"Premium Over-Ear Headphone, Spadger CD990, Hi-Res Studio Certified, Professional DJ Stereo Monitor, Super Confortable, Extra Long Cable & Adapter Plug",,5.0,2,54.99,1,0,over,,,,,,,,,,1.0,,N,over
194,200,House of Marley EM-JE041-MI Smile Jamaica In-Ear Earbuds with Microphone (Midnight),552768929.0,4.6,233,20.71,small,0,in,,,isolate,,,,,,,8.0,,Y,in
195,201,5x Pack 3.5mm Headphones In-Ear Earbuds Afflux Universal Stereo Headset Earphones For Cellphone Tablet iPhone 6 6S 5S SE 6/6S Plus Earbuds iPod iPad Samsung Galaxy S9 S8 S7 S6 Note 5 Note 8 9 LG Stylo,,5.0,2,16.99,afflux,0,,,1.0,cancel,,lightweight,,,,,3.0,in,Y,in
196,202,"Verbatim Listen / Talk Earphones, Red, Silver",555888644.0,1.0,1,27.98,listen,0,,,1.0,,,,,,,,90.0,on,N,in
197,203,"Gaming Headset with Mic for Xbox One PS4 PC Nintendo Switch Tablet Smartphone, Headphones Stereo Over Ear Bass 3.5mm Microphone Noise Canceling 7 LED Light Soft Memory Earmuffs",,3.0,2,32.99,this,0,over,,1.0,reduct,,5 g,,20hz,3db,,4.0,,Y,over
198,204,Kids Altec Lansing Bluetooth Headphones - Pink (MZX250),,4.9,19,43.32,the,0,,9.0,,,,lightweight,,,85 db,,2.0,,Y,on
199,205,Sennheiser HD 4.50 BTNC Wireless - Headphones with mic - full size - Bluetooth - wireless - NFC - active noise canceling - black,,4.6,9,267.0,sennheiser,0,,,1.0,cancel,,,,,,,4.0,,Y,on
200,206,"Bluetooth Headset, Wireless Business Bluetooth V5.0 Earpiece Ultralight HD Headphones Hands-Free Earphones with Noise Cancellation Microphone, Compatible with Cell Phones for Office/Work Out/Truck",,3.0,1,10.98,wowparts,1,,15.0,1.0,reduct,proof,lightweight,,,,,30.0,,N,
201,207,"Sport Headphones, Woozik Trail Wireless Earbuds, Wireless Headphones with Microphone, Waterproof Stereo Headset for Running, Gym, Workouts (White)",,4.7,3,9.99,get,1,,,1.0,cancel,proof,,,,,,3.0,,Y,in
202,208,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
203,209,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
204,210,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
205,211,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
206,212,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
207,213,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
208,214,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
209,215,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
210,216,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
211,217,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
212,218,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
213,219,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
214,220,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
215,221,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
216,222,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
217,223,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
218,224,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
219,225,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
220,226,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
221,227,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
222,228,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
223,229,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
224,230,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
225,231,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
226,232,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
227,233,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
228,234,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
229,235,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
230,236,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
231,237,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
232,238,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
233,239,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
234,240,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
235,241,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
236,242,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
237,243,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
238,244,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
239,245,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
240,246,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
241,247,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
242,248,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
243,249,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
244,250,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
245,251,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
246,252,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
247,253,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
248,254,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
249,255,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
250,256,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
251,257,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
252,258,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
253,259,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12,35.99,perfect,0,,,1.0,reduct,,550g,,20hz,3db,,50.0,,N,
254,260,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",586219737.0,4.6,86,28.99,why,1,,6.0,1.0,,proof,lightweight,,,,,4.0,,Y,
255,261,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,571298612.0,4.1,127,229.99,beats,0,on,40.0,1.0,cancel,,9.17 oz,,,,,3.0,over,Y,on
256,262,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",585374518.0,3.7,10,279.0,bose,0,,6.0,1.0,cancel,,,,,,,11.0,in,Y,in
257,263,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,575563048.0,4.7,235,379.0,turn,0,,20.0,1.0,cancel,,lightweight,,,,,700.0,over,Y,over
258,264,Walkers Razor Flat Dark Earth American Flag,,4.4,7,47.99,the,0,,,1.0,reduct,,,,,23db,,23.0,,Y,over
259,265,Apple AirPods Pro,577856461.0,4.6,2245,219.0,active,1,in,24.0,,cancel,resist,,,,,,1.0,in,Y,in
