name,brand,model,sku,price,rating,rating_amount,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,_UPC_
Sony - 1000X Premium Wireless Noise Cancelling Behind-the-Neck Headphones - Black,Sony,WI1000X/B,6029012,299.99,4.2,274,1,in,10,1,cancel,resist,
JAM - Live Loud True Wireless Earbud Headphones - Black,JAM,HX-EP410,6359334,39.99,3.7,3,1,in,12,1,isolate,resist,
Sony - EX14AP Wired Earbud Headphones - Black,Sony,MDREX14AP/B,5739305,7.49,4.3,4792,0,in,,1,isolate,resist,
Beats by Dr. Dre - Solo Pro More Matte Collection Wireless Noise Cancelling On-Ear Headphones - Dark Blue,Beats by Dr. Dre,MRJA2LL/A,6383120,179.99,4.6,664,1,on,22,1,cancel,,
Sony - MDRXB50 Wired Earbud Headphones - Black,Sony,MDRXB50AP/B,4909005,29.99,4.5,6089,0,in,,1,isolate,resist,
Innovative Technology - ITHW-858B Wireless Over-the-Ear Headphones - Black,Innovative Technology,ITHW-858B,5885200,24.99,3.3,28,1,,,0,isolate,,
Audio-Technica - ATH-M20x Monitor Headphones - Black,Audio-Technica,AUD ATHM20X,4725008,49.99,4.3,15,0,on,,1,isolate,resist,
V-MODA - Crossfade LP2 Wired Over-the-Ear Headphones - Matte Black,V-MODA,XFL2V-U-MBLACK,2961241,149.98,4.5,23,0,,,1,isolate,resist,
Audio-Technica - ATH Premium Wired Stereo Gaming Headset - Black,Audio-Technica,AUD ATHPG1,5667711,129,5,1,0,,,1,isolate,resist,
Jabra Elite 85t True wireless earbuds with Jabra Advanced ANC™ - Titanium Black,Jabra,100-99190000-02,6432287,229.99,4,52,1,in,5.5,1,cancel,resist,
JBL - LIVE 400BT Wireless On-Ear Headphones - Black,JBL,JBLLIVE400BTBLKAM,6339236,49.99,4.5,419,1,on,24,1,isolate,,
MEE audio - X6 Wireless In-Ear Headphones - Black,MEE audio,EP-X6G2-BK,6353877,39.99,,,1,in,9,1,isolate,resist,
JBL - Kids On-Ear Wireless Headphones - Pink,JBL,JBLJR300BTPIKAM,6428214,39.99,,,1,on,12,0,isolate,,
Skullcandy - Icon Wireless On-Ear Headphones - Stone,Skullcandy,S5IBW-L650,6411925,42.99,,,1,on,10,1,cancel,,
Bang & Olufsen - Beoplay H3 Wired In-Ear Headphones - Black,Bang & Olufsen,50373BCW,6175500,149.99,1,1,0,in,,1,isolate,,
TCL - MTRO series MTRO200RD Wired On-Ear Headphones - Burgundy Crush,TCL,MTRO200RDNA,6392370,17.99,5,2,0,on,,1,isolate,,
JBL - Kids On-Ear Wired Headphones - Blue,JBL,JBLJR300BLUAM,6428213,19.99,,,0,on,,0,isolate,,
1MORE - EHD9001TA True Wireless Noise Cancelling In-Ear Headphones - Black,1MORE,ANC-TW1,6408366,199.99,4,1,1,in,6,1,cancel,,
Jabra - Elite Active 75t True Wireless In-Ear Headphones - mint,Jabra,100-99091002-02,6432019,199.99,4.2,863,1,in,,0,isolate,,6.15822E+11
Jaybird - Tarah Wireless In-Ear Headphones - Black Metallic/Flash,Jaybird,985-000704,6289922,35.99,4.2,1006,1,in,6,1,isolate,resist,
Bang & Olufsen - Beoplay E8 3rd Gen Earphones - Black,Bang & Olufsen,53520BBR,6405595,349.99,4.2,33,1,in,7,1,cancel,,
JLab Audio - Studio Wireless On-Ear Headphones - Black,JLab Audio,HBASTUDIORBLK4,6344796,29.99,4.3,696,1,on,30,1,isolate,,
Sennheiser - MOMENTUM True Wireless 2 Noise Cancelling Earbud Headphones - Black,Sennheiser,M3IETW2 BLACK,6405291,299.98,4.2,188,1,in,7,1,cancel,resist,
KIDdesigns - eKids Ryan's World Wireless Over the Ear Headphones - blue,KIDdesigns,RW-B50.EXv0,6424165,29.99,4,5,1,,,0,isolate,,92298949628
JBL - TUNE 600BTNC Wireless Noise Cancelling On-Ear Headphones - White,JBL,JBLT600BTNCWHTAM,6391294,63.99,4.7,24,1,on,22,1,cancel,,
JBL - Tune 225TWS - Black,JBL,JBLT225TWSBLKAM,6423274,49.99,2.7,7,1,in,25,1,isolate,,
Sony - WH-CH510 Wireless On-Ear Headphones - Black,Sony,WHCH510/B,6359775,59.99,4.5,868,1,on,35,1,isolate,,
Philips - ActionFit Wireless Sports In-Ear Headphone- Black - Black,Philips,TAST702BK/27,6422040,99,,,1,in,18,1,isolate,resist,
Samsung - Galaxy Buds+ True Wireless Earbud Headphones - Black,Samsung,SM-R175NZKAXAR,6400885,119.99,4.6,4292,1,in,7.5,1,isolate,resist,
Sennheiser - HD 100 Wired On-Ear Headphones - Black,Sennheiser,HD 100,6332548,39.99,4.6,5,0,on,,0,isolate,,
Bose - Sport Earbuds – True Wireless Bluetooth In-Ear Headphones - Triple Black,Bose,805746-0010,6419302,179,4.3,177,1,in,10,1,isolate,resist,
BuddyPhones - School+ Wired On-Ear Headphones - Blue,BuddyPhones,24752VRP,6432428,29.99,5,1,0,on,,1,isolate,,
JBL - Reflect Contour 2 Wireless In-Ear Headphones - Black,JBL,JBLREFCONTOUR2BLK,6197133,99.99,4,697,1,in,10,1,isolate,,
adidas - RPT-01 Wireless On-Ear Headphones - Dark Gray,adidas,1002737,6383872,169.99,4.3,26,1,on,40,1,isolate,resist,
JLab Audio - Studio Pro Wireless Headphones - Black,JLab Audio,HBASTUDIOPRORBLK4,6426500,39.99,4.3,28,1,,,1,isolate,,
eKids - Disney Junior Mickey Wired On-Ear Headphones - Black/Red,eKids,MK-140.EXV9,6373920,19.99,4.4,2206,0,on,,1,isolate,,92298945507
LG - TONE Style HBS-SL6S Wireless In-Ear Headphones - Black,LG,HBS-SL6S,6396306,129.99,4,36,1,in,8,1,isolate,,
Audio-Technica - ATH SR6BT Wireless Over-the-Ear Headphones - Black,Audio-Technica,ATH-SR6BTBK,5855301,149.99,4.3,92,1,,30,1,isolate,,
JBL - TUNE 500 Wired On-Ear Headphones - White,JBL,JBLT500WHTAM,6391289,29.99,4.3,4,0,on,,1,isolate,,
TCL - ELIT300WT Wired In-Ear Headphones - Cement Gray,TCL,ELIT300WTNA,6389023,27.99,,,0,in,,1,isolate,,
Yamaha - TW-E7A True Wireless Noise-Cancelling Earbuds - White,Yamaha,TW-E7AWH,6434830,229.95,,,1,in,20,0,cancel,resist,
Skullcandy - Ink'D+ Wireless In-Ear Headphones - Black,Skullcandy,S2MHW-M448,6373234,59.99,4.2,538,1,in,8,1,isolate,,
TCL - MTRO series MTRO200BTBL Wireless On-Ear Headphones - Slate Blue,TCL,MTRO200BTBLNA,6392355,32.99,1,1,1,on,20,1,isolate,,
Yamaha - EP-E70A Wireless Noise-Cancelling Earphones - White,Yamaha,EP-E70AWH,6434836,269.95,,,1,in,18,0,cancel,,
1MORE - Piston Fit Wireless In-Ear Headphones - Black,1MORE,PBT-BLK,6408174,39.99,,,1,in,8,1,cancel,resist,
JBL - FREE True Wireless In-Ear Headphones Gen 2 - Black,JBL,JBLFREEXBLKBT,6261394,79.99,4,1171,1,in,20,1,isolate,,
JBL - Reflect Flow In-Ear Wireless Sport Headphones - Blue,JBL,JBLREFFLOWBLUAM,6391325,105.99,3.3,9,1,in,20,1,isolate,,
Bose - QuietComfort 35 II Gaming Headset – Comfortable Noise Cancelling Headphones - Black,Bose,852061-0010,6430859,329.99,4.4,39,1,,20,1,cancel,,
TaoTronics - TT-BH12BB Wireless Earbud Headphones - Black,TaoTronics,TT-BH12BB,5995000,39.99,4.1,213,1,in,8,1,isolate,,
"AfterShokz Titanium Wireless Bone Conduction Open-Ear Headphones, Black - Black",AfterShokz,AS600BK,6420327,79.99,4.4,43,1,,6,1,isolate,,
JLab Audio - Rewind Retro Wireless On-Ear Headphones - Black,JLab Audio,HBREWINDRBLK4,6211308,19.99,4.3,577,1,on,12,1,isolate,,
JVC - On-Ear Wireless Headphones with Noise Canceling - Black,JVC,HAS65BNB,6412845,77.99,,,1,on,,0,cancel,,46838079399
LG - TONE Free HBS-FN4 - True Wireless Earbud Headphones - Black,LG,HBS-FN4,6421173,99.99,4.6,25,1,in,,1,isolate,,
V-MODA - M-200 Wired Over-the-Ear Headphones - Black,V-MODA,M-200,6389779,349.99,4,2,0,,,1,isolate,,
JVC - Fitness In-Ear Wireless Headphones with Touch Controls - Blue,JVC,HAAE1WB,6412856,79.99,,,1,in,,0,isolate,,46838081644
Plantronics - BackBeat FIT 3100 True Wireless Earbud Headphones - Black,Plantronics,211855-99,6289113,82.99,4.2,74,1,in,10,1,isolate,resist,
Marshall - Major III Bluetooth Wireless On-Ear Headphones - Black,Marshall,4092186,6381769,111.99,4.8,30,1,on,30,1,isolate,,
Samsung - EO-IC100 Wired In-Ear Headphones - Black,Samsung,EO-IC100BBEGUS,6399047,29.99,3.3,8,0,in,,1,cancel,,
eKids - Frozen II Headphones - White/Purple/Blue,eKids,92298917450,8557343,19.99,4.4,3788,0,,,0,isolate,resist,
AfterShokz - Aeropex Wireless Bone Conduction Black Open-Ear Headphones - Cosmic Black,AfterShokz,AS800CB,6359823,159.99,4.5,616,1,,8,1,isolate,resist,
1MORE - Vi React Wireless In-Ear Headphones - Black,1MORE,IBF-VIA,6348469,41.99,1,1,1,in,,1,isolate,resist,
KIDdesigns - eKids Barbie Wired Over the Ear Headphones - Pink,KIDdesigns,BE-140.EXv0,6423360,19.99,4.8,4,0,,,0,isolate,,92298946580
Bowers & Wilkins - PI3 Wireless In-Ear Headphones - Space Gray,Bowers & Wilkins,PI3 SPACE GREY,6373954,199.98,3.3,3,1,in,8,0,isolate,,
eKids - Trolls World Tour Wired Over-the-Ear Headphones - Pink,eKids,TR-140.EX0MI,6395925,19.99,4.4,3788,0,,,0,isolate,,
JLab Audio - Epic Air ANC True Wireless Earbuds - Black,JLab Audio,EBEAIRNCRBLK82,6426503,99.99,4.3,30,1,in,36,1,isolate,,
Audio-Technica - ATH MSR7b Wired Over-the-Ear Headphones - Gunmetal,Audio-Technica,AUD ATHMSR7BGM,6353042,249.99,5,1,0,,,0,isolate,,4.96131E+12
Sennheiser - HD 560S Wired Open Aire Over-the-Ear Audiophile Headphones - Black,Sennheiser,HD 560S,6433188,199.98,5,3,0,,,0,cancel,,
nura - Nuraphone Wireless Noise Cancelling Over-the-Ear Headphones - Black,nura,I20B,6413764,399.99,3.7,3,1,,20,1,cancel,,
JVC - HA Wired In-Ear Headphones - Purple,JVC,HAFX7MV,5480406,14.99,4.3,2126,0,in,,1,isolate,resist,
KIDdesigns - LOL Surprise! Bluetooth Headphones - PINK,KIDdesigns,LL-B52.EXvOM,6418510,29.99,3.3,4,1,,,0,isolate,,92298950822
JBL - TUNE 220TWS True Wireless In-Ear Headphones - Black,JBL,JBLT220TWSBLKAM,6408761,99.99,3.3,11,1,in,,1,cancel,,
JLab Audio - Neon Wireless On-Ear Headphones - White,JLab Audio,HBNEONRWHT4,6211310,10.99,4.4,643,1,on,13,1,isolate,,
Sennheiser - RS 135 Wireless Over-the-Ear Headphones - Black,Sennheiser,RS 135,6392598,129.99,3.8,11,1,,20,0,isolate,,
Native Union - Leather Airpods Pro Case-Tan - BROWN,Native Union,APPRO-LTHR-BRN-AP,6422493,39.99,4.7,6,0,,,0,,,8.46654E+11
"BuddyPhones Wave Moneky Green, Waterproof and safe - GREEN",BuddyPhones,24765VRP,6432409,69.99,,,1,,,0,isolate,proof,7.86472E+11
Audio-Technica - ATH SR30BT Wireless Over-the-Ear Headphones - Charcoal Gray,Audio-Technica,AUD ATHSR30BTBK,6352698,99.99,4.6,18,1,,70,1,isolate,,
Sennheiser - RS 175 Wireless Over-the-Ear Headphones - Black,Sennheiser,RS 175,6391342,279.99,4.6,638,1,,18,0,isolate,,
Master & Dynamic - MW50+ 2-In-1 Wireless On + Over-Ear Headphones - Black/Silver,Master & Dynamic,MW50S1I,6243103,224.99,4,11,1,over,16,1,isolate,,
"Audio-Technica - Audio Technica ATH-CK3TWWH In Ear Headphones, White - White",Audio-Technica,AUD ATHCK3TWWH,6424142,99.99,,,1,in,6,1,isolate,resist,
Skullcandy - Ink'd 2 Wired Earbud Headphones - Black,Skullcandy,S2IKDY-003,6461052,16.99,4.4,14314,0,in,,1,isolate,resist,
Decibullz - Custom Moldable Wired In-Ear Headphones - Black,Decibullz,WRD2-BLK,5713548,79.99,2,1,0,in,,1,isolate,,
Skullcandy - Crusher Evo Over-the-Ear Wireles Headphones - Chill Grey,Skullcandy,S6EVW-N744,6427096,199.99,,,1,,,0,isolate,,8.10016E+11
JAM - Live True Wireless In-Ear Headphones - Cream Soda,JAM,HX-EP900CS,6277519,119.99,3.8,942,1,in,48,1,isolate,,
Soundcore - Spirit X2 True Wireless In-Ear Headphones - Black,Soundcore,A3918Z12,6408028,79.99,4.2,43,1,in,9,1,isolate,,
"Bang & Olufsen - Beoplay E8 Sport, Oxygen Blue - Oxygen Blue",Bang & Olufsen,54087BCW,6428101,349.98,,,1,in,,0,isolate,,
Sennheiser - IE 80 S Wired Earbud Headphones - Black,Sennheiser,IE 80 S,6135452,338.99,5,1,0,in,,0,isolate,,
Audio-Technica - ATH-M50x Monitor Headphones - Black,Audio-Technica,AUD ATHM50X,4725021,149.99,4.7,66,0,,,1,isolate,resist,
JLab Audio - Epic Air Sport True Wireless Earbud Headphones - Black,JLab Audio,EBEPICAIRSPRTRBLK82,6355125,149.99,4.1,209,1,on,10,1,isolate,resist,
Skullcandy - Method Active Wireless Sport Earbuds - Black,Skullcandy,S2NCW-M448,6392786,47.99,3.8,37,1,in,9,1,isolate,resist,
TCL - MTRO series MTRO200BTWT Wireless On-Ear Headphones - Ash White,TCL,MTRO200BTWTNA,6392366,39.99,1,1,1,on,20,1,isolate,,
JLab Audio - Epic Sport Wireless In-Ear Headphones - Gray,JLab Audio,EBEPICSPORTRGRY42,6211302,35.99,3.9,444,1,in,12,1,isolate,resist,
eKids - Star Wars B50 Wireless On-Ear Headphones - Yellow/White,eKids,SW-B50.FXV7M,6354756,29.99,4.6,887,1,on,18,1,isolate,,
JAM - Live Large Wireless In-Ear Headphones - Gray,JAM,HX-EP303GY,6277506,39.99,3.8,61,1,in,7,1,isolate,resist,
Insignia™ - Wireless Noise Cancelling In-Ear Headphones - Black,Insignia™,NS-CAHBTEBNC-B,6261720,39.99,4.1,949,1,in,10,1,cancel,,
Jabra - Elite 85h Wireless Noise Cancelling Over-the-Ear Headphones - Black,Jabra,ELITE 85H,6335100,249.99,3.9,160,1,,41,1,cancel,resist,
"Audio-Technica - Audio Technica ATH-CKR35BTSV Bluetooth In-Ear Headphones, Silver - Silver",Audio-Technica,AUD ATHCKR35BTSV,6424137,59.99,,,1,in,7,1,isolate,,
TASCAM - TH-07 Wired Over-the-Ear Headphones - Black,TASCAM,TH-07,6408734,86.99,,,0,,,0,cancel,,
Pioneer DJ - HDJ-CUE1BT Bluetooth DJ Headphones - White - White,Pioneer DJ,HDJ-CUE1BT-W/XEGWL,6431068,99.99,,,1,,,0,isolate,,8.413E+11
LG TONE FREE HBS-FN5W - White,LG,LGHBS-FN5W.ACUSWHI,6425232,109.99,4.6,21,1,in,,0,isolate,,8.15425E+11
TCL - ELIT400NC Wireless Noise Cancelling Over-the-Ear Headphones - Midnight Blue,TCL,ELIT400NCBLNA,6367433,73.99,3.9,181,1,,22,1,cancel,,
Sennheiser - CX 150BT Wireless In-Ear Headphones - Black,Sennheiser,CX 150BT BLACK,6401439,49.99,4.5,2,1,in,10,1,cancel,,
eKids - Ultimate Spider-Man Wired On-Ear Headphones - White/Red/Blue/Black,eKids,SM-140.EXv6 / SM-140.FXV7M,9575126,19.99,4.4,2206,0,on,,0,isolate,,92298917320
Sony - SP600N Sports Wireless Noise Cancelling In-Ear Headphones - Blue,Sony,WISP600N/L,6296197,67.99,3.8,596,1,in,6,1,cancel,,
Audio-Technica - Audio Technica ATH-CK3TWBK In Ear Headphones - Black,Audio-Technica,AUD ATHCK3TWBK,6424146,99.99,,,1,in,,0,isolate,,4.96131E+12
eKids - Hello Kitty Wired Stereo Headphones - White/Pink/Blue,eKids,HY-140.EXV6,5364000,19.99,4.4,3788,0,on,,0,isolate,,
MPOW - X3.0 Wireless Over-the-Ear Headphones - White,MPOW,BMBH142BW,6323173,49.99,4.9,7,1,,20,1,isolate,,
TCL - MTRO series MTRO100BTRD Wireless In-Ear Headphones - Burgundy Crush,TCL,MTRO100BTRDNA,6392341,49.99,,,1,in,18,1,isolate,,
JBL - Under Armour Sport Train Wireless On-Ear Headphones - Black,JBL,UAONEARBTBLK,6264681,129.99,4.5,409,1,on,16,1,isolate,,
Anker - Soundcore Liberty 2 True Wireless In-Ear Headphones - Black,Anker,A3913Z11,6378163,99.99,4.4,85,1,in,8,1,isolate,resist,
Audio-Technica - ATH SR50 Wired Over-the-Ear Headphones - Black,Audio-Technica,AUD ATHSR50,6352713,159.99,,,0,,,0,isolate,,
TCL - SOCL series SOCL100BK Wired In-Ear Headphones - Phantom Black,TCL,SOCL100BKNA,6392373,9.99,,,0,in,,1,isolate,,
Master & Dynamic - MW07 PLUS True Wireless In-Ear Headphones - Quartz Black,Master & Dynamic,MW07BQ+,6377738,299.98,4.2,102,1,in,10,1,cancel,resist,
Sennheiser - CX 300S Wired Headphones - Black,Sennheiser,CX 300S BLACK,6332551,49.99,5,3,0,in,,1,isolate,,
1MORE - Stylish True Wireless In-Ear Headphones - Gold,1MORE,STW-GLD,6363272,79.99,4.3,42,1,in,6.5,1,isolate,,
Plantronics - BackBeat PRO 5100 True Wireless In-Ear Headphones - Black,Plantronics,BB5100,6386816,136.99,3.4,27,1,in,6.5,1,cancel,resist,
Native Union - Curve Case for Airpods Pro - Black,Native Union,APPRO-CRVE-BLK,6422483,19.99,2.8,5,0,,,0,,,8.46654E+11
TCL - ELIT200NCWT Wireless Noise Cancelling In-Ear Headphones - Cement Gray,TCL,ELIT200NCWTNA,6389029,60.99,,,1,in,10,1,cancel,,
TCL - SOCL series SOCL300BK Wired In-Ear Headphones - Phantom Black,TCL,SOCL300BKNA,6392369,14.99,,,0,in,,1,isolate,,
Jabra - Elite Active 65t True Wireless Earbud Headphones - Titanium Black,Jabra,100-99010002-14,6252312,119.99,4.3,2889,1,in,15,1,isolate,resist,
Bose - QuietComfort 20 Noise Cancelling Earbuds (iOS) - Black,Bose,718839-0010,4242500,249,4.7,1204,0,in,,1,cancel,resist,
PreSonus - Eris HD10BT Wireless Noise Cancelling Over-the-Ear Headphones - Black,PreSonus,HD10BT,6384422,104.99,5,1,1,,18,1,cancel,,
JLab Audio - JBuds Air Play Gaming TW Earbuds - Black,JLab Audio,GEBJBAIRPLAYRBLK82,6419537,69.99,4.2,33,1,in,6.5,1,isolate,resist,
Audio-Technica - Solid Bass ATH-CKS5TW True Wireless In-Ear Headphones - Khaki,Audio-Technica,ATH-CKS5TWKH,6387475,156.99,3.8,4,1,in,15,1,isolate,resist,
Jaybird - RUN XT Sport True Wireless In-Ear Headphones - Black/Flash,Jaybird,985-000889,6320596,63.99,3.9,673,1,in,8,1,isolate,resist,
Google - Pixel Buds True Wireless In-Ear Headphones - Clearly White,Google,GA01470-US,6411707,179.99,3.8,543,1,in,24,1,isolate,,
JBL - Club 700BT Wireless Over-the-Ear Headphones - Black,JBL,JBLCLUB700BTBLKAM,6408632,99.99,4.3,3,1,,50,1,cancel,,
Audio-Technica - QuietPoint ATH-ANC700BT Wireless Noise Cancelling Over-the-Ear Headphones - Black,Audio-Technica,ATH-ANC700BTBK,6256232,199.99,4.3,46,1,,25,0,cancel,,
Audio-Technica - ATH-M30x On-Ear Headphones - Black,Audio-Technica,AUD ATHM30X,4725011,69.99,4.6,18,0,on,,1,isolate,resist,
Audio-Technica ATH-G1WL Premium Gaming Wireless Headset - Black,Audio-Technica,AUD ATHG1WL,6424151,249.99,3,1,1,,,1,isolate,,
JVC - HA ENR15 Gumy Sport Wired In-Ear Headphones - Red/Black,JVC,JVC HAENR15B,6346736,14.99,3.9,137,0,in,,1,isolate,,
Sennheiser - HD 4.50 Wireless Noise Cancelling Over-the-Ear Headphones - Black,Sennheiser,HD 4.50 BTNC,5826900,179.99,4.3,534,1,,25,1,cancel,,
Bowers & Wilkins - PX5 Wireless Noise Cancelling On-Ear Headphones - Space Gray,Bowers & Wilkins,PX5 Space Grey,6373948,299.98,4.4,40,1,on,25,1,cancel,,
Sony - WH-XB900N Wireless Noise Cancelling Over-the-Ear Headphones - Black,Sony,WHXB900N/B,6347796,249.99,4.6,932,1,,7,1,cancel,,
V-MODA - Zn Wired In-Ear Headphones - Black,V-MODA,ZN3B-NERO,4759400,179.98,5,2,0,in,,1,isolate,resist,
Soundcore - Life Note True Wireless In-Ear Headphones - Black,Soundcore,A3908Z11,6413859,49.99,4.4,103,1,in,,1,cancel,resist,
Power Acoustik - Wireless IR Headphones - Black,Power Acoustik,WLHP-200,8929565,22.99,3,10,1,on,,1,isolate,resist,
Audio-Technica - ATH-AP2000TI Wired Over-the-Ear Headphones - Black,Audio-Technica,AUD ATHAP2000TI,6363305,1249.99,,,0,,,0,isolate,,
Philips - SHB2515 True Wireless In-Ear Headphones - Black,Philips,SHB2515BK/00,6422030,49,,,1,in,70,1,isolate,,
Skullcandy - Jib True Wireless In-Ear Headphones - True Black - Black,Skullcandy,S2JTW-N740,6436856,29.99,4.7,3,1,in,,0,isolate,,8.10016E+11
Bang & Olufsen - Beoplay H4 2nd Gen Headphones - Limestone,Bang & Olufsen,54344BCW,6436207,299.98,,,1,,19,1,isolate,,
Denon - Earbud  Headphones - White,Denon,AH-C351W,8970312,49.99,,,0,in,,0,isolate,,
JBL - LIVE 300TWS True Wireless In-Ear Headphones - Black,JBL,JBLLIVE300TWSBLKAM,6408760,74.99,4.3,20,1,in,6,1,cancel,resist,
Beats by Dr. Dre - urBeats³ Earphones with Lightning Connector - Black,Beats by Dr. Dre,MU992LL/A,6296108,59.99,4.4,451,0,in,,1,isolate,,
Anker - Soundcore Liberty Air X True Wireless In-Ear Headphones - Black,Anker,A3902Z13,6378180,79.99,3.9,136,1,in,7,1,isolate,,
"BuddyPhones - Gaming Unit, Foldable with Boom Mic - PURPLE",BuddyPhones,24779VRP,6432414,29.99,,,0,on,,1,isolate,,7.27542E+11
Sony - WH-1000XM4 Wireless Noise-Cancelling Over-the-Ear Headphones - Midnight Blue,Sony,WH1000XM4/L,6428314,278,4.7,736,1,,30,1,cancel,resist,
V-MODA - Faders Wired Earplugs - Rouge,V-MODA,EA-VFD-ROUGE,2961136,19.98,4.2,10,0,,,0,,,8.77653E+11
Boompods - Type C Digibuds Wired In-Ear Headphones - Black,Boompods,54212BCW,6432921,29.99,,,0,in,,0,isolate,,7.38517E+11
Jabra - Elite 45e Wireless In-Ear Headphones - Black/Copper,Jabra,100-98900001-02,6230052,99.99,3.8,398,1,in,8,1,isolate,,
Bose - QuietComfort 20 Headphones (Android) - Black,Bose,718840-0010,4242900,249,4.7,1661,0,in,,1,cancel,resist,
Audio-Technica - Audio Technica ATH-WS990BTBK Wireless Bluetooth Headphones - Black,Audio-Technica,AUD ATHWS990BTBK,6423552,279.99,,,1,,30,1,cancel,,
JVC - HA EC50BT Wireless In-Ear Headphones - Yellow,JVC,HA-EC50BTY,6115514,79.99,3.9,174,1,in,9,1,isolate,resist,
Jabra - Elite 25h Wireless On-Ear Headphones - Titanium Black,Jabra,100-96310000-14,6350381,50.99,4.3,53,1,on,14,1,isolate,,
JLab Audio - Epic Executive Wireless Noise Cancelling In-Ear Headphones - Gray,JLab Audio,EBEPICEXECRGRY123,6211300,99.99,3.7,353,1,in,11,1,cancel,,
MEE audio - X10 True Wireless In-Ear Headphones - Black,MEE audio,X10-BK,6353887,79.99,4.1,87,1,in,,1,isolate,resist,
Jaybird - X4 Wireless Headphones - Black Metallic/Flash,Jaybird,985-000808,6289926,129.99,4.2,760,1,in,8,1,isolate,resist,
JLab Audio - JBuds Air Sport True Wireless In-Ear Headphones - Black,JLab Audio,EBJBUDSAIRSPRTRBLK82,6344791,69.99,4,1428,1,in,6,1,isolate,resist,
eKids - Frozen II Wired On-Ear Headphones - White/Light Blue,eKids,FR-M48.EXV9M,6357795,29.99,4.4,2206,0,on,,1,isolate,,
Audio-Technica - ATH M60x Wired Over-the-Ear Headphones - Black,Audio-Technica,AUD ATHM60X,6381779,199.99,5,1,0,,,0,isolate,,
Bowers & Wilkins - PI4 Wireless Noise Cancelling In-Ear Headphones - Black,Bowers & Wilkins,PI4 BLACK,6373959,299.98,3.7,3,1,in,12,1,cancel,resist,
LG - TONE Style HBS-SL5 Wireless In-Ear Headphones - Black,LG,HBS-SL5.ACUSBKI,6386354,86.99,4.1,7,1,in,8,1,isolate,,
Audio-Technica - ATH Wired Stereo Gaming Headset - Red/Gray/Black,Audio-Technica,AUD ATHPDG1,5667715,129,5,1,0,,,1,cancel,resist,
JLab Audio - Flex Sport Wireless Over-the-Ear Headphones - Black,JLab Audio,HBFLEXSPORTRBLK4,6290503,99.99,4.4,83,1,,20,1,isolate,,
Samsung - Galaxy Buds True Wireless Earbud Headphones - Black,Samsung,SM-R170NZKAXAR,6347460,99.99,4.4,6204,1,in,7,1,isolate,resist,
JBL - TUNE125TWS - True Wireless In- ear Headphones - Black,JBL,JBLT125TWSBLKAM,6422467,49.99,3.8,17,1,in,8,1,isolate,,
Audio-Technica - ATH-M70x Wired Monitor Headphones - Black,Audio-Technica,AUD ATHM70X,4725000,299.99,4.8,4,0,on,,1,isolate,resist,
JAM - Out There Wireless Noise Cancelling On-Ear Headphones - Blue,JAM,HX-HP303BL,6277504,59.99,3.8,151,1,on,17,1,cancel,resist,
Sennheiser - Momentum (M2) Wireless Over-the-Ear Headphones - Black,Sennheiser,M2 AEBT BLACK,3774098,399.98,4.6,222,1,,,1,isolate,resist,
Audio-Technica - Audio Technica HDC112A/1.2 2.5mm Balanced Headphone Cable - Black,Audio-Technica,AUD HDC112A12,6424158,129.99,,,0,,,0,isolate,,4.96131E+12
Plantronics - BackBeat FIT 350 Wireless Earbud Headphones - Black,Plantronics,212343-99,6284305,42.99,4.1,185,1,in,6,1,isolate,resist,
Jabra - Elite Active 75t True Wireless In-Ear Headphones with ANC - Titanium Black,Jabra,100-99091005-14,6395674,199.99,4.2,863,1,in,5.5,1,isolate,resist,
TCL - In-Ear Sport Headphones - ACTV Series - Crimson White,TCL,ACTV100WTNA,6389026,19.99,4.5,4,0,in,,1,isolate,resist,
TCL - MTRO series MTRO200BK Wired On-Ear Headphones - Shadow Black,TCL,MTRO200BKNA,6392350,19.99,,,0,on,,1,isolate,,
TCL - ELIT Series ELIT200WT Wired In-Ear Headphones - Cement Gray,TCL,ELIT200WTNA,6389022,20.99,4,1,0,in,,1,isolate,,
JLab Audio - JBuddies Folding Wired On-Ear Headphones - Black/Pink,JLab Audio,HJBUDDIESRBLKPNK6,2224099,15.99,4.2,328,0,on,,1,isolate,resist,
BuddyPhones - Inflight Wired On-Ear Headphones - Blue,BuddyPhones,24757VRP,6432430,29.99,5,1,0,on,,0,isolate,,7.86472E+11
Razer - Hammerhead BT Wireless In-Ear Headphones - Green/Black,Razer,RZ04-01930100-R3U1,5852930,99.99,4.2,37,1,in,8,1,isolate,,
MPOW - X1.0 Wireless In-Ear Headphones - White,MPOW,BMBH293AW,6323178,19.99,4.3,11,1,in,,1,isolate,,
KIDdesigns - Frozen II Bluetooth Headphones - blue,KIDdesigns,FR-B50.FXV9M,5975310,29.99,4.6,887,1,,,1,isolate,,
Skullcandy - Riff Wired On-Ear Headphones - Black,Skullcandy,S5PXY-L003,6292058,19.99,4.2,14,0,on,,1,isolate,,
Sennheiser - RS 2000 Wireless Earbud Headphones - Black,Sennheiser,RS 2000,6138202,179.98,3,1,1,in,9,1,isolate,,
