name,ne_ID,rating,num_of_rating,price,about,feat_labels,feat_values
Sennheiser HD 300 Headphones,9SIAKVHA8C2822,92%,119,79.00,,"['Brand ', 'Model ', 'Type ', 'Frequency Response ', 'THD ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Weight ', 'Features ', 'Package Contents ', 'Date First Available ']","['Sennheiser', 'HD 300', 'Over the Ear', '18Hz-20KHz (-10 dB)', '< 0.5 % (1 kHz, 100 dB SPL)', '18 ohms', '118 dB SPL @ 1 kHz, 1V RMS', '3.5mm', '4.59 ft.', '0.40 lb.', 'Renowned Sennheiser sound quality for a unique listening experience.Closed-back around-ear headphones reduce unwanted background noise for your comfort.Lightweight, foldable headphones for easy on-the-go storage.', 'HD 300 around-ear headphones3.5 mm angled plug', 'October 16, 2019']"
Jabra Elite Sport (Upgrade) True Wireless Sport Earbuds Black,9SIAB279ZB7936,91%,"1,087",$219.99,,"['Brand ', 'Type ', 'Color ', 'Ear Coupling ', ' ', 'Wireless Type ', ' ', 'Compatibility ', ' ', ' ', 'Option ', 'Date First Available ']","['Jabra', 'In-Ear', 'Black', 'Binaural', '2.82 oz.', 'Bluetooth', '13.5 (h)', 'Universal', 'Jabra Elite Sport are the most technically advanced true wireless sports earbuds with superior sound for music and calls with up to 13.5 hours charge.', 'EarGels, Ear wings, Headset, User documents, Charging case, Foam tips, USB cable', 'Bluetooth', 'September 04, 2019']"
JBL E55BT On-ear Wireless Headphones (Teal),9SIA3JX5D88596,93%,972,79.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'JBLE55BTTELAM', 'Over the Ear', 'Teal', '50mm', '20Hz–20KHz', '32 ohms', '3.5mm', 'Battery lifetime: 20hr', 'JBL Signature SoundUp to 20-hour battery lifeTwo-hour recharge timeSeamlessly switch between devicesComfort-fi t fabric headbandSound controls on ear-cupTangle-free fabric cableOne-button universal remote with microphoneImproved ergonomic design', '1 pair of E55BT headphones1 Detachable cable1 Charging cableWarning cardWarranty cardSafety sheetQSG', 'October 19, 2018']"
JBL E55BT Over-ear Wireless Headphones (White),9SIA3JXB963893,93%,972,79.99,,"['Brand ', 'Part ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Weight ', 'Wireless Type ', 'Operating Time ', 'Features ', 'Date First Available ']","['JBL', 'JBLE55BTWHTAM', 'Over the Ear', 'White', '50mm', '20Hz–20KHz', '32 ohms', '96 dB/mW', '3.5mm', '4.40 ft.', '0.51 lb.', 'Bluetooth', 'Charging time (hours from empty): 2Speed Charging time (hours): 2Talk time (hours): 20Maximum music play time with ANC off (hours): 20Play time (hours): 20', 'JBL Signature SoundUp to 20-hour battery lifeTwo-hour recharge timeSeamlessly switch between devicesComfort-fi t fabric headbandSound controls on ear-cupTangle-free fabric cableOne-button universal remote with microphoneImproved ergonomic design', 'March 26, 2020']"
Beyerdynamic Amiron Wireless Copper Bluetooth Headphones,9SIA29PARK1870,81%,"1,261",549.00,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'THD ', 'Input Impedance ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Distance ', 'Features ', 'Date First Available ']","['Beyerdynamic', 'Amiron wireless copper', 'Wireless', 'Copper Black', '5 Hz - 40,000 Hz (wired operation)', '< 0.05% at 500 Hz', '32 ohms', '4-pole mini stereo jack (3.5 mm)', 'Circumaural', '1.2 m, detachable', 'Bluetooth: 4.2 version', 'Charging time: 2 hours, Battery capacity: 1050 mAh, Charging port: USB-C', 'Battery runtime: > 30 hours', 'Operating range: up to 10 m', 'Decorative rings made of solid copperDynamic Tesla high-end driversClosed designBluetooth wireless technology for more freedom of movementOperation via touch padRange up to 10 mBattery runtime > 30 hrs.Audio codecs: Qualcomm aptX, aptX LL and aptX HD, Advanced Audio Coding (AAC), Low Complexity Subband Codec (SBC)LED to indicate the operating statusWith voice prompts regarding the battery level', 'December 05, 2019']"
JBL E55BT On-ear Wireless Headphones (Blue),9SIA4REAEN4465,81%,"12,047",171.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'JBLE55BTBLUAM', 'Over the Ear', 'Blue', '50mm', '20Hz–20KHz', '32 ohms', '3.5mm', 'Battery lifetime: 20hr', 'JBL Signature SoundUp to 20-hour battery lifeTwo-hour recharge timeSeamlessly switch between devicesComfort-fi t fabric headbandSound controls on ear-cupTangle-free fabric cableOne-button universal remote with microphoneImproved ergonomic design', '1 pair of E55BT headphones1 Detachable cable1 Charging cableWarning cardWarranty cardSafety sheetQSG', 'October 21, 2019']"
Sony WH-1000XM4 Wireless Noise-Cancelling Over-Ear Headphones (Black),9SIA3YFBUG1840,89%,158,348.00,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Cord Length ', 'Noise Cancelling ', 'Wireless Type ', 'Battery ', 'Features ', 'Date First Available ']","['SONY', 'WH-1000XM4/B', 'Over the Ear', 'Black', '40mm, dome type (CCAW Voice coil)', '4 Hz-40,000 Hz', 'Headphone cable (approx. 3.94 ft, OFC strands, gold-plated stereo mini plug)', 'Yes', 'Bluetooth', 'BATTERY LIFE (CONTINUOUS MUSIC PLAYBACK TIME WITH INTERNAL MEMORY) Max. 30 hours (NC ON), Max. 38 hours (NC OFF)', 'HD Noise Cancelling Processor QN1 lets you listen without distractionsHigh quality wireless audio with BLUETOOTH and LDAC technologySmart listening technology to enhance your listening', 'August 13, 2020']"
Sony MDRXB50AP Extra Bass Earbud Headset (Black),9SIA19P3SC8262,83%,"2,443",46.73,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Cord Length ', 'Weight ', 'Compatibility ', 'Option ', 'Date First Available ']","['SONY', 'MDRXB50APB', 'Earbud', 'Black', '16 ohms', '100 mW', '110 dB/mW', '3.94ft', '0.01', 'N/A', 'Normal Edition', 'January 31, 2019']"
QCY T2C TWS Earphone Blutooth 5.0 Headphone 3D stereo Dual Mic Noise Cancelling Headset with charging box-Black,9SIAP4VBEP8273,64%,14,25.55,,"['Type ', 'Color ', 'Ear Coupling ', 'Wireless Type ', 'Compatibility ', 'Date First Available ']","['Wireless', 'Black', 'Binaural', 'Bluetooth', 'Universal', 'June 06, 2020']"
JBL LIVE 300TWS True Wireless In-ear Headphones with Voice Assistant - White Gloss - JBLLIVE300TWSWHTAM,N82E16826985123, , ,$149.95,,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Weight ', 'Wireless Type ', 'Battery ', 'Operating Time ', 'Microphone Sensitivity ', 'Compatibility ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'LIVE 300TWS', 'JBLLIVE300TWSWHTAM', 'In-Ear', 'White Gloss', '5.6mm', '20Hz-20KHz', '16 ohms', '95dB SPL@1kHz/1mW', '67.3g', 'Bluetooth version: 5.0Bluetooth profile version: A2DP 1.3, AVRCP 1.5, HFP 1.6', 'Headset Battery type: Lithium-ion Battery (60mA / 3.7V DC)Charging case Battery type: Lithium-ion Battery (450mAh / 3.7V DC)Charging time (headset & charging case): <2 hrs from empty', '6H on earpiece, 14H on charging case', '-24dBV@1kHz/Pa', 'N/A', 'JBL Signature SoundAmbient Aware and TalkThru technologyBe free with True WirelessHands-free stereo callsInstant access to Voice Assistant20 hours of combined playback: Never stop playingGood looking (also when off)Comfort-secure fitSweat and water resistant', 'JBL LIVE 300TWS earpiecesS, M, L sized ear tipsSS, S, M, L sized wingfin enhancersUSB-C charging cableCharging case1 x Warranty / Warning (W / !)1 x QSG / Safety Sheet (S / i)', 'July 30, 2020']"
Sennheiser RS 175 Home Audio & TV Wireless Headphones,9SIAMTZBWR5793,75%,114,257.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'THD ', 'Signal to Noise Ratio(SNR) ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Weight ', 'Operating Time ', 'Distance ', 'Compatibility ', 'Features ', 'Date First Available ']","['Sennheiser', 'RS 175', 'Wireless', 'Black', '17Hz-22KHz', '< 0.5% at 1kHz, 100dB SPL', 'Analog input: typ. 85 dBA at 1 Vrms Digital input: > 90 dBA', '114dB S.P.L. at 1KHz', 'Yes', 'Circumaural', '0.68 lb. (incl. batteries)', 'Up to 18 hours', 'Up to 328 ft.', 'N/A', ""Closed, circumaural headphones with excellent digital wireless audio transmissionExceptional digital audio clarity and transmission range of up to 328 ft. (line of sight)Enables switching between dynamic bass and virtual surround sound listening modes for situational sound customizationSupports analog and digital audio inputs and allows toggling between the inputsIntelligently designed controls for maximum ease of useMulti-purpose transmitter - also functions as 'easy-charge' cradle and docking stationMulti-receiver transmission - transmitter supports up to two pairs of headphones simultaneouslyErgonomic design for enhanced wearing comfort"", 'July 29, 2020']"
FirstPower Bluetooth 5.0 Headset TWS Wireless Earphones Mini Earbuds Stereo Headphones IPX7 LED Power Display Wireless Charging Earphone,9SIAMYDC1P8858,50%,2,19.58,"Specifications:Type: In-earTransmission Distance: 10 metersMusic Time: About 5 hoursStandby Time: About 100 hoursEarbuds Battery Capacity: 50mAhCharging Case Battery Capacity: 300mAhCharging Time: About 1-2 hoursAutomatic boot and pairing: YESFunction: Music play/pause, call answering noise reduction, IOS power display, voice prompt.Color: BlackPackage Includes:2 x Bluetooth Earbuds1 x Charging Box1 x Charging Cable1 x User Manual2 pair Ear Caps","['Type ', 'Color ', 'Compatibility ', 'Option ', 'Date First Available ']","['Headphone', 'Black', 'N/A', '2 Pairs Each Size', 'September 11, 2020']"
KOCASO Foldable Wireless Headsets Wireless 4.1 Sport Neckband Stereo Headphones Sweatproof Earphones Earbuds w/Mic for Running Hiking,9SIAK6U9F22690,69%,13,24.12,"*Foldable Neckband & Retract Earbuds: The sweat-proof earphones with foldable and durable neckband, fashionable and lightweight. It provides a comfortable and firm fit on your neck when you are exercising. You can enjoy your leisure time while almost forgetting the existence of earphones. The retractable cable is anti-winding and anti-messy; it is optimal for running, jogging, walking, cycling, etc. No worry about sweat-damage. *Wireless 4.1 Technology: Advanced CSR chip provides stable paring with your Wireless enabled device and supports the connections with two devices at the same time, also supports automatically connecting after the first successful pairing. *Superior Sound Quality: Adopt high-sensitive microphone with noise cancellation technology to reduce ambient noise, grasp the details of voice and offer crystal clear sound even in a noisy environment. Feature with excellent acoustic components that produce incredible sound quality with deep bass, balanced midrange and crystal clear treble. *Never Miss Any Call: When there is an incoming call, the Wireless earphone will alert you by vibration, not miss any call even if you are in sports or even in a noisy environment. Its built-in high-sensitive microphone provides clear hands-free call. *18Hrs Work Time: Built-in 300mAh rechargeable lithium battery lasts up to 18 hours of talking time / 10 hours of music playing time and more than 300 hours of standby time per charge cycle. It supports iOS device power display and low battery alarm, allowing you to enjoy your music without any worries. Comfortable & Secure Fit The ergonomic earbuds fit your ears safely, ensuring a comfortable wearing throughout the day, and will not fall off even during running, fitness or general exercise. Super Lightweight Neck-Behind Design The unique neckband design is stylish and elegant, and is ideal for sports. It is super lightweight with no pressure on the neck, and can ensure comfort even for a whole-day wearing. Get Fitted Auto retractable earbuds allows you to pull the retractable wire to the length you want and press the retract button can store the earbuds wire automatically. No more worry about tangling or messy. Broadcast Phone Number When there is an incoming call, the headset will prompt phone number '134' with vibration. Click MFB to answer or just operate on your mobile phone. Active Siri Simply double press the +button on the headband to active Siri, answer and end calls, adjust volume, play, pause and skip songs. So convenient!","['Brand ', 'Series ', 'Type ', 'Color ', 'Driver Unit ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Option ', 'Date First Available ']","['KOCASO', 'Sports Series', 'Behind the Neck', 'Blue', '10mm', 'Quick Disconnect Connector', 'Binaural', '< 3.0 feet', '0.16lbs', 'Active', 'Bluetooth', 'Universal', 'Android', 'July 02, 2019']"
Panasonic RP-HT21 3.5mm Connector Supra-aural Lightweight Headphone with XBS,9SIA19P2198914,83%,"2,443",9.92,,"['Brand ', 'Model ', 'Type ', 'Driver Unit ', 'Frequency Response ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['Panasonic', 'RP-HT21', 'Stereo', '30mm', '16Hz-22KHz', '3.5mm', 'Supra-aural', '4.5 ft', '1.2 oz.', 'XBS port for increased bass response and neodymium magnets for full-range soundWide headband and foam-cushioned earphones for added listening comfortOpen-air Design', 'October 12, 2018']"
JBL E55BT Over-ear Wireless Headphones (Black),9SIA4REAEN4436,81%,"12,047",200.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Wireless Type ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'JBLE55BTBLKAM', 'Over the Ear', 'Black', '50mm', '20Hz–20KHz', '32 ohms', '3.5mm', 'Bluetooth', 'Battery lifetime: 20 hrs', 'JBL Signature SoundUp to 20-hour battery lifeTwo-hour recharge timeSeamlessly switch between devicesComfort-fit fabric headbandSound controls on ear-cupTangle-free fabric cableOne-button universal remote with microphoneImproved ergonomic design', '1 pair of E55BT headphones1 Detachable cable1 Charging cableWarning cardWarranty cardSafety sheetQSG', 'October 21, 2019']"
KOSS PLUG 07 Earbud Plug Stereo Earphone,9SIA4M58RB9798,73%,"2,346",17.45,,"['Brand ', 'Model ', 'Type ', 'Frequency Response ', 'Input Impedance ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Date First Available ']","['KOSS', 'PLUG 07', 'Earbud', '10Hz-20KHz', '16 ohms', 'Earbud', '4ft', '0.05', 'February 07, 2019']"
Gigabyte Black GP-FLY 3.5mm Connector Binaural Lightweight Super Bass on-Ear Headset,9SIA85V7Z32083,89%,"4,379",18.69,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['Gigabyte', 'GP-FLY', 'Headset', 'Black', '40mm', '15Hz-20KHz', '16 ohms', '40mW', '122 dB/mW', '3.5mm', 'Binaural', '3.94 ft.(1.2m)', '79g* Not include cable', 'DJ headset driver units for heavy beats79 grams for long time wearingRhombus pattern headband designBlocks outside noise with soft leather ear cushions', 'February 10, 2019']"
JVC  HA-EB75 (Black)  Sports ear clip headphone,9SIA7HN2M90366,82%,902,12.56,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['JVC', 'HA-EB75', 'Sport', 'Black', '13.5mm', '16Hz-20KHz', '16 ohms', 'Max. Input Capability: 200mW(IEC)', '105 dB/mW', '3.5mm', 'In-Ear', '3.94 ft. (1.2m)', '0.46 oz. (without cord)', 'Sports ear clip headphones with adjustable clip structure which has five selectable positions for secure fitSplash-proof ideal for sports and exercisePowerful sound with bass boosting earpieces and 13.5mm Neodymium driver unit3.94 ft. (1.2m) cord with gold-plated iPhone-compatible plug', 'November 07, 2018']"
KOSS SPORTA PRO 08 Portable Sporty Headphone,9SIAFJ8A0M5087,78%,"1,687",24.10,,"['Brand ', 'Model ', 'Type ', 'Features ', 'Package Contents ', 'Date First Available ']","['KOSS', 'SPORTA PRO 08', 'Behind the Neck', 'Connectivity Technology: WiredOperating Distance: 48""Sound Mode: StereoPlating: Gold PlatedEarpiece Design: Over-the-head / Behind-the-neckDriver Type: Neodymium DriverEarpiece Type: BinauralEarpiece Controls: VolumeHost Interface: Mini-phone', 'SportaPro Portable Sporty HeadphoneCarrying Case with Drawstring', 'September 15, 2019']"
JVC  HA-EB75  Silver Ear-Clip Headphone For Light Sports With Bass Enhancement,9SIA4M51PP5551,73%,"2,346",12.59,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['JVC', 'HA-EB75', 'Sport', 'Silver', '13.5mm', '16Hz-20KHz', '16 ohms', 'Max. Input Capability: 200mW(IEC)', '105 dB/mW', '3.5mm', 'In-Ear', '3.94 ft. (1.2m)', '0.46 oz. (without cord)', 'Ear clip headphones with adjustable clip structure which has five selectable positions for secure fitSplash-proof ideal for sports and exercisePowerful sound with bass boosting earpieces and 13.5mm Neodymium driver unit3.94ft(1.2m) cord with gold-plated iPhone-compatible plug', 'May 30, 2019']"
Audio-Technica ATH-ANC70 QuietPoint Active Noise-Cancelling Headphones,9SIAGX387N7189,95%,21,65.47,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Weight ', 'Features ', 'Package Contents ', 'Date First Available ']","['Audio-Technica', 'ATHANC70', 'Noise Cancelling', 'Black', '10Hz-25KHz', '570 ohms', '104 dB/mW', '3.5mm', 'Detachable 1.2 m (3.9\') cable with 3.5 mm (0.13"") stereo mini-plugs', '218 g (7.7 oz), without cable and battery', 'QuietPoint active noise-cancelling technology reduces environmental noise by up to 90%Powerful large-aperture 40 mm drivers with rare earth magnet systems for impactful bass, accurate midrange and extended trebleIntegrated mic/volume & controls for compatible smartphonesEasy-to-press illuminated logo button on earcup to manage music and phone callsLuxurious memory foam on headband and earcups for long-wearing comfort. Generously cushioned padding and shape to fit easily over any ear.Innovative mic designed into earcup provides consistent distance from mouth for uniform volume level and elimination of noise from collar rubbing and cable motionAudio functions (in passive mode) even when battery power is lostLightweight, compact, foldable design is ideal for travelConvenient for use with tablets, smartphones, music and DVD players, laptop computers, in-flight entertainment systems and other devicesPower/low battery indicatorAdjustable headband, swiveling earcupsDetachable cable with 1/8-inch (3.5 mm) mini-plugsA 0.25-inch (6.3 mm) adapter, airline adapter and durable carrying case are included', 'Accessories Included\t6.3 mm (1/4"") stereo adapter; airline adapter; AAA battery; carrying case', 'October 17, 2018']"
Sennheiser HD 660S Open Over-Ear Audiophile Headphones - Black,9SIA4P0BAV7847,88%,"5,047",499.95,,"['Brand ', 'Model ', 'Part ', 'Type ', 'Color ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Compatibility ', 'Option ', 'Date First Available ']","['Sennheiser', 'HD 660S', '508826', 'Over the Ear', 'Black', '110', 'Yes', 'Circumaural', '12.600', 'N/A', 'In-Ear Wired', 'May 06, 2020']"
JBL E55BT On-ear Wireless Headphones (Red),9SIA3JX5D88606,93%,972,64.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Operating Time ', 'Features ', 'Package Contents ', 'Date First Available ']","['JBL', 'JBLE55BTREDAM', 'Over the Ear', 'Red', '50mm', '20Hz–20KHz', '32 ohms', '3.5mm', 'Battery lifetime: 20hr', 'JBL Signature SoundUp to 20-hour battery lifeTwo-hour recharge timeSeamlessly switch between devicesComfort-fit fabric headbandSound controls on ear-cupTangle-free fabric cableOne-button universal remote with microphoneImproved ergonomic design', '1 pair of E55BT headphones1 Detachable cable1 Charging cableWarning cardWarranty cardSafety sheetQSG', 'October 08, 2018']"
"Team TYGR Bundle - beyerdynamic Straight connecting cable with mini-jack plug (3.5 mm) & 0.25"" adapter (6.35 mm) Connector Circumaural Gaming Headphones 733253",N82E16826380042, , ,299.00,,"['Brand ', 'Model ', 'Type ', 'Input Impedance ', 'Connector ', 'Ear Coupling ', 'Features ', 'Date First Available ']","['Beyerdynamic', '733253', 'Headphone', '32 ohms', 'Straight connecting cable with mini-jack plug (3.5 mm) & 0.25"" adapter (6.35 mm)', 'Circumaural', 'Bundle: TYGR 300 R headphones and FOX USB Studio MicrophoneSoft ear-enclosing velour ear cushions for hours of comfortExcellent sound, redefined for object localization in the gameExcellent speech intelligibiltiy due to large diaphragm condenser capsulePlatform independent streaming, no matter if PC, console or mobile device', 'March 20, 2019']"
TWS Bluetooth Earphone 5.0 Wireless Headphones With Microphone LED Display Earphones Waterproof Noise Cancelling Headsets,9SIAK21AMP3916,24%,560,28.99,,"['Type ', 'Color ', 'Ear Coupling ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Option ', 'Date First Available ']","['Wireless', 'Black', 'Binaural', 'Yes', 'Bluetooth', 'Universal', 'N/A', 'December 03, 2019']"
Sennheiser RS 195 Home Audio & TV Wireless Headphones,9SIAMTZBWR5792,75%,114,459.00,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'THD ', 'Signal to Noise Ratio(SNR) ', 'Sensitivity ', 'Ear Coupling ', 'Weight ', 'Wireless Type ', 'Operating Time ', 'Distance ', 'Compatibility ', 'Features ', 'Date First Available ']","['Sennheiser', 'RS 195', 'Wireless', 'Black', '17Hz-22KHz', '< 0.5% at 1kHz, 100dB SPL', 'Analog input: typ. 85 dBA at 1 Vrms Digital input: > 90 dBA', '117dB S.P.L. at 1KHz', 'Circumaural', '0.75 lb. (incl. batteries)', 'RF', 'Up to 18 hours', 'Up to 328 ft.', 'N/A', 'Rediscover the pleasures of listeningDesigned to improve your sound experienceExcellent sound qualityDeveloped in collaboration with the Fraunhofer IDMT', 'July 29, 2020']"
Fuji Labs Sonique SQ203 Designer In-Ear Headphones with In-line Mic,9SIAA1G3R63256,87%,190,12.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Microphone Sensitivity ', 'Features ', 'Date First Available ']","['Fuji Labs', 'AUFJ-SQWMS203BK', 'In-Ear', 'Black', '10mm', '20Hz–20KHz', '16 ohms', '10 mW', '95 dB +/- 3dB', '3.5mm', '4.5 ft.', '-38 dB +/- 3dB', 'The Sonique SQ203 lets you pursue your Passion for Music. Supremely comfortable and beautifully designed for active music enthusiasts, the SQ203 is masterfully tuned by experts to keep you fully immersed in your music, no matter what you do. Underneath the beautiful designs, you will find cutting edge innovations that forever change your perception of how your music really SHOULD sound like!Max Input Sound Level: 95dB S.P.LConnector Specification: 3.5mm 4-pole stereo / iPhone compatible plug', 'January 14, 2016']"
Samsung White EO-HS1303WEST2 HS130 Wired Headphones,9SIAE4D5WZ8934,84%,332,11.50,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Date First Available ']","['Samsung', 'EO-HS1303WEST2', 'In-Ear', 'White', '9mm', '20Hz–20KHz', '32 ohms', '104 dB/mW', 'June 10, 2019']"
"Koss KPH7 On-Ear Portable Stereo Headphones, White",9SIAFJ8A0H0470,78%,"1,687",7.94,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['KOSS', 'KPH7W', 'Headphone', 'White', '3.5mm', 'Binaural', '4 ft.', '0.2', 'Adjustable HeadbandLightweight', 'September 15, 2019']"
"Audio-Technica Black ATH-PRO7X 3.5 mm (1/8"") stereo mini-plug Connector Supra-aural Professional On-Ear DJ Monitor Headphones",9SIAGNP8BM7799,78%,115,54.95,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Power Supply ', 'Sensitivity ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Features ', 'Date First Available ']","['Audio-Technica', 'ATH-PRO7X', 'Monitor Headphone', 'Black', '45mm', '5Hz-40KHz', '37 ohms', 'Maximum Input Power: 2,000 mW at 1 kHz', '100 dB/mW', '3.5 mm (1/8"") stereo mini-plug', 'Supra-aural', ""Interchangeable cables: detachable 1.2 m - 3.0 m (3.9' - 9.8') coiled cable and detachable 1.2 m (3.9') straight cable"", '7.80 oz., without cable and connector', ""45 mm large-aperture drivers reproduce ultra-expressive, detailed soundOn-ear design with sleek, minimalist styleDetachable locking cables - 1.2 m - 3.0 m (3.9' - 9.8') coiled and 1.2 m (3.9') straight - ensure secure connection during active DJ useMaximum input power of 2,000 mW enables distortion-free wide-range audio reproduction even at loud volumesPremium, soft, durable earpads can be worn comfortably for hoursEasily replaceable headband cushionLightweight, sturdy construction"", 'October 31, 2018']"
TWS wireless earbuds Bluetooth 5.0 earphones LED display Noise Cancellation earphones earphone with 2000mAh charging case,9SIAK21ANR8915,24%,560,28.99,,"['Type ', 'Color ', 'Ear Coupling ', 'Wireless Type ', 'Compatibility ', 'Option ', 'Date First Available ']","['Wireless', 'Black', 'Binaural', 'Bluetooth', 'Universal', 'N/A', 'December 06, 2019']"
"Koss KPH7 On-Ear Portable Stereo Headphones, Red",12K-00BD-00027, , ,7.99,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Frequency Response ', 'Input Impedance ', 'Sensitivity ', 'Connector ', 'Cord Length ', 'Features ', 'Date First Available ']","['KOSS', 'KPH7R', 'On-Ear', 'Red', '80Hz-18KHz', '32 ohms', '91db SPL sensitivity', '3.5mm', '4 ft.', 'Adjustable headband for comfort and secure fit3.5mm plug and 4 ft. cordDeep base response', 'July 28, 2014']"
ORICO Original In-Ear Music Earphone Stereo Bass Hifi Earbuds Wired Earphones for Samsung Huawei Xiaomi Mobile Phone PC,9SIA1DS8AJ7372,91%,"8,326",6.99,"Features Built-in mic for accepting calls while listening to music and can noise reduction. Working for Hifi music, high quality bass sound enjoy yourself The button on the wire can pause/play/skip for music and freedom control volume Compatible For Samsung Galaxy iPhone Xiaomi Huawei Computer Tablet ect. Compatible with All Smartphone with 3.5 mm Jack Standard and IOS/Android/Windows system.","['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Connector ', 'Compatibility ', 'Option ', 'Date First Available ']","['ORICO', 'ORICO SOUNDPLUS-RM3', 'ORICO SOUNDPLUS-RM3-BK', 'In-Ear', 'Red', '3.5mm', 'N/A', 'Around Ear-Black', 'October 12, 2018']"
Morpheus 360 EB3500B Bluetooth Wireless Metal Earbuds with Microphone (Black),9SIAFJ8A1A8611,78%,"1,687",14.31,,"['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Wireless Type ', 'Features ', 'Package Contents ', 'Date First Available ']","['Morpheus360', 'EB3500B', 'Earbud', 'Black', '10mm', 'Binaural', '2.00 ft.', '0.01', 'Bluetooth', 'Morpheus 360 Wireless Metal Bluetooth Earbuds were designed to be lightweight, yet extremely durable. Our Noise Isolating design, makes a custom seal, providing quality stereo sound while virtually eliminating ambient room noise.  Milled from aircraft grade aluminum, and constructed with tangle-free flat cables, our Earbuds are built with your travel needs in mind.  Includes a USB to Micro charging cable, user manual and travel pouch.', 'EB3500 Stereo Wired Sport EarbudsSpare Earbud tips (small/large)USB Charging CableUsers GuideTravel Pouch', 'September 13, 2019']"
